diagnostic_id,status,n,mae,rmse,median_abs_error,bias,p80_abs_error,p90_abs_error,p95_abs_error,max_abs_error,first_date,last_date,note
A12_lead0_same_day_ceiling,diagnostic_only_not_production_allowed,7609,0.9446182152713892,1.212865279775109,0.7999999999999972,-0.12850571691418056,1.5,2.0,2.3999999999999986,6.300000000000001,2000-02-24,2023-12-31,Same-day lead-0 noon ceiling. Excluded from production and selection.
