cutoff_profile,model_id,model_family,n_scored,mae,rmse,median_absolute_error,bias,p80_absolute_error,p90_absolute_error,p95_absolute_error,max_absolute_error,mean_prediction,mean_actual,mean_anchor_forecast,scope
tminus1_1800,A0_raw_official,baseline,5050,0.9647524752475247,1.2270402286690838,0.8000000000000007,-0.12760396039603958,1.6000000000000014,2.0,2.3999999999999986,4.600000000000001,26.83958415841584,26.96718811881188,26.83958415841584,overall
tminus1_1800,A1_grouped_residual,grouped_residual,5050,0.9568111533079767,1.2163570129947692,0.7787016081588813,-0.00678996333323279,1.5419156944901802,2.0139554123047674,2.4248533097416938,4.449828392952849,26.960398155478646,26.96718811881188,26.83958415841584,overall
tminus1_1800,A2_revision_residual_lgbm,ablation_lgbm,5050,0.9478767429588526,1.2078916575091645,0.7615312653067665,0.03165073662383096,1.5295365559048755,1.9845532600403581,2.415089259846725,4.610189062400551,26.99883885543571,26.96718811881188,26.83958415841584,overall
tminus1_1800,A3_hko_hourly_state_residual_lgbm,ablation_lgbm,5050,0.9349875068627941,1.192916857127299,0.7646010085057462,0.031856696173641716,1.4936201016468111,1.9689504682101406,2.383894809010144,4.646536335096918,26.99904481498552,26.96718811881188,26.83958415841584,overall
tminus1_1800,A4_network_gradients_residual_lgbm,ablation_lgbm,5050,0.9368553195069211,1.1934345336594099,0.7705658130713218,0.023965369133382843,1.489272119031938,1.9543935542571624,2.386689164996398,4.734129812117974,26.991153487945265,26.96718811881188,26.83958415841584,overall
tminus1_1800,A5_text_warning_residual_lgbm,ablation_lgbm,5050,0.9384483327341463,1.1952966471903559,0.7688413718319538,0.023208659582293473,1.4937142436366504,1.9539726084878855,2.3812480137352656,4.713543885540865,26.990396778394175,26.96718811881188,26.83958415841584,overall
tminus1_1800,A6_target_memory_residual_lgbm,ablation_lgbm,5050,0.9365094371174758,1.1907229052178308,0.7703185436387034,0.024791398853411927,1.4942187254040002,1.9418989480707318,2.346692665409136,4.484353522135258,26.991979517665293,26.96718811881188,26.83958415841584,overall
tminus1_1800,A7_final_residual_ensemble,final_residual_ensemble,5050,0.935642320936282,1.1906421183031501,0.7678446829041015,0.02493296711248204,1.5052068530489444,1.9528111229277971,2.3573734833031197,4.476817218662621,26.992121085924364,26.96718811881188,26.83958415841584,overall
tminus1_1800,A8_direct_lgbm_absolute,direct_diagnostic,5050,0.9809553095282125,1.2467735421763984,0.8093555723528709,-0.010148873463317276,1.5797790430794207,2.0137484614914523,2.438836468743142,5.974847492804566,26.95703924534856,26.96718811881188,26.83958415841584,overall
tminus1_1800,B0_climatology_persistence,baseline,5050,1.8719267326732671,2.353313429828229,1.5800000000000018,-0.4735742574257426,2.900000000000002,3.8400000000000034,4.640000000000001,9.099999999999998,26.493613861386137,26.96718811881188,26.83958415841584,overall
tminus1_2100,A0_raw_official,baseline,5088,0.9595322327044026,1.2208044891091,0.8000000000000007,-0.12784984276729558,1.5,2.0,2.3999999999999986,4.600000000000001,26.84198113207547,26.96983097484277,26.84198113207547,overall
tminus1_2100,A1_grouped_residual,grouped_residual,5088,0.9509170458562196,1.2101980798688747,0.7678438695736851,0.005400848270811099,1.5380179300699965,2.0073174150166366,2.4209951873808384,4.437715255792188,26.975231823113578,26.96983097484277,26.84198113207547,overall
tminus1_2100,A2_revision_residual_lgbm,ablation_lgbm,5088,0.9404198260981623,1.2005743360971706,0.7549843996743064,0.03416245399284433,1.5010208536324001,1.987598476685337,2.423219123055914,4.599205387695722,27.003993428835606,26.96983097484277,26.84198113207547,overall
