source,item_id,band,segment,observed_at_utc,observed_date_hkt,availability_proxy_utc,availability_proxy_method,t24_next_target_date_hkt,t24_next_day_cutoff_utc,eligible_for_next_day_t24_cutoff,file_creation_utc,http_last_modified_utc,file_name,raw_path,raw_bytes,raw_sha256,columns,lines_in_segment,valid_pixel_count,outside_scan_pixel_count,error_pixel_count,hko_global_line,hko_global_col,hko_local_row,hko_local_col,hko_count,hko_quality_code,hko_radiance_w_m2_sr_um,hko_bt_c,segment_bt_c_p05,segment_bt_c_median,segment_bt_c_p95,w3_pixel_count,w3_mean_bt_c,w3_median_bt_c,w3_p10_bt_c,w3_p90_bt_c,w3_min_bt_c,w3_max_bt_c,w3_std_bt_c,w3_range_bt_c,w3_cloud_fraction_lt_0c,w3_cloud_fraction_lt_10c,w3_cloud_fraction_lt_15c,w3_cool_fraction_lt_20c,w3_warm_fraction_gt_20c,w3_warm_fraction_gt_23c,w5_pixel_count,w5_mean_bt_c,w5_median_bt_c,w5_p10_bt_c,w5_p90_bt_c,w5_min_bt_c,w5_max_bt_c,w5_std_bt_c,w5_range_bt_c,w5_cloud_fraction_lt_0c,w5_cloud_fraction_lt_10c,w5_cloud_fraction_lt_15c,w5_cool_fraction_lt_20c,w5_warm_fraction_gt_20c,w5_warm_fraction_gt_23c,w11_pixel_count,w11_mean_bt_c,w11_median_bt_c,w11_p10_bt_c,w11_p90_bt_c,w11_min_bt_c,w11_max_bt_c,w11_std_bt_c,w11_range_bt_c,w11_cloud_fraction_lt_0c,w11_cloud_fraction_lt_10c,w11_cloud_fraction_lt_15c,w11_cool_fraction_lt_20c,w11_warm_fraction_gt_20c,w11_warm_fraction_gt_23c,w21_pixel_count,w21_mean_bt_c,w21_median_bt_c,w21_p10_bt_c,w21_p90_bt_c,w21_min_bt_c,w21_max_bt_c,w21_std_bt_c,w21_range_bt_c,w21_cloud_fraction_lt_0c,w21_cloud_fraction_lt_10c,w21_cloud_fraction_lt_15c,w21_cool_fraction_lt_20c,w21_warm_fraction_gt_20c,w21_warm_fraction_gt_23c,hko_minus_w21_mean_bt_c,east_west_gradient_bt_c,south_north_gradient_bt_c,normalization_elapsed_seconds
himawari9_b13_s0510,himawari9_B13_S0510_20260706_2350,B13,S0510,2026-07-06T23:50:00Z,2026-07-07,2026-07-07T00:20:00Z,"max(hsd_file_creation_utc, observed_at_utc + 30m conservative buffer)",2026-07-08,2026-07-07T07:00:00Z,True,2026-07-06T23:58:22.999999955Z,,HS_H09_20260706_2350_B13_FLDK_R20_S0510.DAT,raw\himawari\B13\S0510\20260706\HS_H09_20260706_2350_B13_FLDK_R20_S0510.DAT.bz2,3144431,79dc0ad822bf2578b591e0f23c7944adf36d9914649dfad29a157c363dbeb3c3,5500,550,3014000,11000,0,2730.2131653284,2772.7878518055027,529,2772,1543,0,9.407538414001465,24.109994888305664,-58.84177780151367,10.279197692871094,22.19966125488281,9,24.06492805480957,24.109994888305664,23.821775436401367,24.28657913208008,23.679946899414062,24.28657913208008,0.1942183971405029,0.6066322326660156,0.0,0.0,0.0,0.0,1.0,1.0,25,23.829849243164062,23.93312263488769,23.09537696838379,24.28657913208008,22.50760841369629,24.28657913208008,0.4793418347835541,1.778970718383789,0.0,0.0,0.0,0.0,1.0,0.92,121,23.53311920166016,23.65459632873535,22.71241569519043,24.160476684570312,21.89082145690918,24.36216926574707,0.5395756959915161,2.47134780883789,0.0,0.0,0.0,0.0,1.0,0.8264462809917356,441,22.814998626708984,23.273624420166016,20.750652313232425,24.08474540710449,17.334400177001953,24.36216926574707,1.4764906167984009,7.027769088745117,0.0,0.0,0.0,0.0839002267573696,0.9160997732426304,0.6077097505668935,1.2949962615966797,-0.1932144165039062,0.1913795471191406,2.074111699999776
himawari9_b13_s0510,himawari9_B13_S0510_20260707_2350,B13,S0510,2026-07-07T23:50:00Z,2026-07-08,2026-07-08T00:20:00Z,"max(hsd_file_creation_utc, observed_at_utc + 30m conservative buffer)",2026-07-09,2026-07-08T07:00:00Z,True,2026-07-07T23:58:25.000000426Z,,HS_H09_20260707_2350_B13_FLDK_R20_S0510.DAT,raw\himawari\B13\S0510\20260707\HS_H09_20260707_2350_B13_FLDK_R20_S0510.DAT.bz2,3195603,e5775b92ee013037809e6788b1dd822b3f35763612bdda6a2c8a414adda6a988,5500,550,3014000,11000,0,2730.2131653284,2772.7878518055027,529,2772,1573,0,9.294963836669922,23.34992790222168,-57.410430908203125,6.654344081878662,21.761873245239254,9,23.315906524658203,23.34992790222168,23.10553932189941,23.4566593170166,22.94235610961914,23.476978302001957,0.1587633788585662,0.5346221923828125,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,25,23.32097816467285,23.375349044799805,22.9627685546875,23.66980743408203,22.584457397460938,23.83192443847656,0.3172652721405029,1.247467041015625,0.0,0.0,0.0,0.0,1.0,0.76,121,23.222719192504883,23.578510284423828,22.53323173522949,24.008960723876957,15.37700653076172,24.18570899963379,1.277888298034668,8.80870246887207,0.0,0.0,0.0,0.0330578512396694,0.9669421487603306,0.7603305785123967,441,23.222692489624023,23.781288146972656,22.50760841369629,24.109994888305664,11.82807731628418,24.462875366210938,1.80051589012146,12.634798049926758,0.0,0.0,0.0158730158730158,0.0566893424036281,0.943310657596372,0.8367346938775511,0.1272354125976562,0.9124641418457032,0.7960205078125,1.9979800999863075
