bin,lo,hi,count,confidence,accuracy,abs_gap,validation_split,method
9,0.9,1.0,319,0.9799657493545904,0.987460815047022,0.007495065692431635,fold3,E2_student_t_emos
0,0.0,0.1,0,,,,fold3,E3_two_piece_normal_emos
1,0.1,0.2,0,,,,fold3,E3_two_piece_normal_emos
2,0.2,0.30000000000000004,0,,,,fold3,E3_two_piece_normal_emos
3,0.30000000000000004,0.4,0,,,,fold3,E3_two_piece_normal_emos
4,0.4,0.5,562,0.4586137964514209,0.3309608540925267,0.12765294235889424,fold3,E3_two_piece_normal_emos
5,0.5,0.6000000000000001,146,0.5234224988851711,0.3493150684931507,0.17410743039202042,fold3,E3_two_piece_normal_emos
6,0.6000000000000001,0.7000000000000001,1,0.6008062141782008,0.0,0.6008062141782008,fold3,E3_two_piece_normal_emos
7,0.7000000000000001,0.8,1,0.7905016941879301,1.0,0.20949830581206985,fold3,E3_two_piece_normal_emos
8,0.8,0.9,37,0.8632635400949317,0.6216216216216216,0.24164191847331007,fold3,E3_two_piece_normal_emos
9,0.9,1.0,348,0.9933099084562562,0.9741379310344828,0.019171977421773456,fold3,E3_two_piece_normal_emos
0,0.0,0.1,0,,,,fold3,G1_gamlss_tree_location_scale
1,0.1,0.2,0,,,,fold3,G1_gamlss_tree_location_scale
2,0.2,0.30000000000000004,0,,,,fold3,G1_gamlss_tree_location_scale
3,0.30000000000000004,0.4,86,0.38737092052246935,0.26744186046511625,0.1199290600573531,fold3,G1_gamlss_tree_location_scale
4,0.4,0.5,585,0.4591389826010468,0.3452991452991453,0.1138398373019015,fold3,G1_gamlss_tree_location_scale
5,0.5,0.6000000000000001,38,0.5153799106189115,0.5263157894736842,0.010935878854772652,fold3,G1_gamlss_tree_location_scale
6,0.6000000000000001,0.7000000000000001,0,,,,fold3,G1_gamlss_tree_location_scale
7,0.7000000000000001,0.8,20,0.7870201114329232,0.75,0.037020111432923164,fold3,G1_gamlss_tree_location_scale
8,0.8,0.9,40,0.8463600651212542,0.65,0.19636006512125415,fold3,G1_gamlss_tree_location_scale
9,0.9,1.0,326,0.9964588222001292,0.9877300613496932,0.008728760850435946,fold3,G1_gamlss_tree_location_scale
0,0.0,0.1,0,,,,fold3,Q1_quantile_cdf_gb
1,0.1,0.2,112,0.16886911117709982,0.3392857142857143,0.17041660310861448,fold3,Q1_quantile_cdf_gb
2,0.2,0.30000000000000004,518,0.2377979760294277,0.3223938223938224,0.08459584636439471,fold3,Q1_quantile_cdf_gb
3,0.30000000000000004,0.4,29,0.32808372736141495,0.41379310344827586,0.08570937608686091,fold3,Q1_quantile_cdf_gb
4,0.4,0.5,55,0.41596306548675904,0.4,0.01596306548675902,fold3,Q1_quantile_cdf_gb
5,0.5,0.6000000000000001,27,0.5908001603509122,0.6296296296296297,0.03882946927871744,fold3,Q1_quantile_cdf_gb
6,0.6000000000000001,0.7000000000000001,29,0.6116521965711365,0.7241379310344828,0.11248573446334631,fold3,Q1_quantile_cdf_gb
7,0.7000000000000001,0.8,38,0.7473479555630783,0.9473684210526315,0.2000204654895532,fold3,Q1_quantile_cdf_gb
8,0.8,0.9,287,0.808330317010351,0.9930313588850174,0.1847010418746664,fold3,Q1_quantile_cdf_gb
9,0.9,1.0,0,,,,fold3,Q1_quantile_cdf_gb
0,0.0,0.1,0,,,,fold3,Q2_threshold_cdf_gb
1,0.1,0.2,0,,,,fold3,Q2_threshold_cdf_gb
2,0.2,0.30000000000000004,286,0.2836946939609106,0.2972027972027972,0.01350810324188656,fold3,Q2_threshold_cdf_gb
3,0.30000000000000004,0.4,291,0.35463099652359675,0.3711340206185567,0.01650302409495996,fold3,Q2_threshold_cdf_gb
4,0.4,0.5,129,0.42861749521305964,0.3643410852713178,0.06427640994174183,fold3,Q2_threshold_cdf_gb
5,0.5,0.6000000000000001,8,0.5556144155727166,0.125,0.4306144155727166,fold3,Q2_threshold_cdf_gb
6,0.6000000000000001,0.7000000000000001,52,0.6518611376429697,0.6923076923076923,0.04044655466472258,fold3,Q2_threshold_cdf_gb
7,0.7000000000000001,0.8,4,0.7605338168888265,0.5,0.2605338168888265,fold3,Q2_threshold_cdf_gb
8,0.8,0.9,325,0.884168743942265,0.9876923076923076,0.10352356375004268,fold3,Q2_threshold_cdf_gb
9,0.9,1.0,0,,,,fold3,Q2_threshold_cdf_gb
0,0.0,0.1,0,,,,fold3,T1_time_decay_b4
1,0.1,0.2,0,,,,fold3,T1_time_decay_b4
2,0.2,0.30000000000000004,71,0.29320760251323635,0.29577464788732394,0.0025670453740875843,fold3,T1_time_decay_b4
3,0.30000000000000004,0.4,536,0.34556433117118424,0.333955223880597,0.011609107290587228,fold3,T1_time_decay_b4
4,0.4,0.5,94,0.44074827789798854,0.35106382978723405,0.08968444811075449,fold3,T1_time_decay_b4
5,0.5,0.6000000000000001,4,0.5627891417360065,0.75,0.18721085826399353,fold3,T1_time_decay_b4
6,0.6000000000000001,0.7000000000000001,11,0.6656632281842472,0.8181818181818182,0.15251858999757106,fold3,T1_time_decay_b4
7,0.7000000000000001,0.8,44,0.7350550650317283,0.6818181818181818,0.05323688321354658,fold3,T1_time_decay_b4
8,0.8,0.9,21,0.8753324662475043,0.8095238095238095,0.06580865672369474,fold3,T1_time_decay_b4
9,0.9,1.0,314,0.9850878849176585,0.9872611464968153,0.00217326157915676,fold3,T1_time_decay_b4
0,0.0,0.1,0,,,,fold3,H1_b4_challenger_linear_pool
1,0.1,0.2,0,,,,fold3,H1_b4_challenger_linear_pool
2,0.2,0.30000000000000004,77,0.28059180124758976,0.3116883116883117,0.031096510440721925,fold3,H1_b4_challenger_linear_pool
3,0.30000000000000004,0.4,490,0.3565001281767398,0.3122448979591837,0.04425523021755612,fold3,H1_b4_challenger_linear_pool
4,0.4,0.5,136,0.4275879166183582,0.375,0.05258791661835821,fold3,H1_b4_challenger_linear_pool
5,0.5,0.6000000000000001,6,0.5129115795860312,0.5,0.012911579586031174,fold3,H1_b4_challenger_linear_pool
6,0.6000000000000001,0.7000000000000001,21,0.6789818794750395,0.8571428571428571,0.17816097766781758,fold3,H1_b4_challenger_linear_pool
7,0.7000000000000001,0.8,32,0.7562912112760865,0.5625,0.19379121127608645,fold3,H1_b4_challenger_linear_pool
8,0.8,0.9,38,0.8685042968594283,0.868421052631579,8.324422784933283e-05,fold3,H1_b4_challenger_linear_pool
9,0.9,1.0,295,0.9873293359805692,0.9966101694915255,0.009280833510956321,fold3,H1_b4_challenger_linear_pool
0,0.0,0.1,0,,,,fold4,B0_climatology
1,0.1,0.2,0,,,,fold4,B0_climatology
2,0.2,0.30000000000000004,0,,,,fold4,B0_climatology
3,0.30000000000000004,0.4,731,0.39487741359489775,0.32694938440492477,0.06792802918997298,fold4,B0_climatology
4,0.4,0.5,0,,,,fold4,B0_climatology
5,0.5,0.6000000000000001,0,,,,fold4,B0_climatology
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,B0_climatology
7,0.7000000000000001,0.8,0,,,,fold4,B0_climatology
8,0.8,0.9,0,,,,fold4,B0_climatology
9,0.9,1.0,0,,,,fold4,B0_climatology
0,0.0,0.1,0,,,,fold4,B1_global_residual_pmf
1,0.1,0.2,0,,,,fold4,B1_global_residual_pmf
2,0.2,0.30000000000000004,0,,,,fold4,B1_global_residual_pmf
3,0.30000000000000004,0.4,418,0.3283111807803048,0.3708133971291866,0.042502216348881794,fold4,B1_global_residual_pmf
4,0.4,0.5,41,0.4408985089362359,0.4146341463414634,0.026264362594772495,fold4,B1_global_residual_pmf
5,0.5,0.6000000000000001,34,0.5591014910637644,0.4117647058823529,0.14733678518141147,fold4,B1_global_residual_pmf
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,B1_global_residual_pmf
7,0.7000000000000001,0.8,41,0.7692096897165406,0.7560975609756098,0.013112128740930817,fold4,B1_global_residual_pmf
8,0.8,0.9,4,0.8453636388532207,0.75,0.09536363885322074,fold4,B1_global_residual_pmf
9,0.9,1.0,193,0.9836178185246283,0.9637305699481865,0.01988724857644175,fold4,B1_global_residual_pmf
0,0.0,0.1,0,,,,fold4,B2_month_residual_pmf
1,0.1,0.2,0,,,,fold4,B2_month_residual_pmf
2,0.2,0.30000000000000004,111,0.27974279113852296,0.34234234234234234,0.06259955120381938,fold4,B2_month_residual_pmf
3,0.30000000000000004,0.4,307,0.3517321177562664,0.3811074918566775,0.029375374100411134,fold4,B2_month_residual_pmf
4,0.4,0.5,41,0.42749389684611355,0.4146341463414634,0.012859750504650158,fold4,B2_month_residual_pmf
5,0.5,0.6000000000000001,34,0.5385464653080819,0.4117647058823529,0.126781759425729,fold4,B2_month_residual_pmf
6,0.6000000000000001,0.7000000000000001,6,0.6876168902110723,0.8333333333333334,0.14571644312226106,fold4,B2_month_residual_pmf
7,0.7000000000000001,0.8,35,0.7385915842414802,0.7428571428571429,0.00426555861566269,fold4,B2_month_residual_pmf
8,0.8,0.9,22,0.8757411620462908,0.7727272727272727,0.10301388931901811,fold4,B2_month_residual_pmf
9,0.9,1.0,175,0.9871319586889994,0.9828571428571429,0.0042748158318565155,fold4,B2_month_residual_pmf
0,0.0,0.1,0,,,,fold4,B3_forecast_level_residual_pmf
1,0.1,0.2,0,,,,fold4,B3_forecast_level_residual_pmf
2,0.2,0.30000000000000004,0,,,,fold4,B3_forecast_level_residual_pmf
3,0.30000000000000004,0.4,318,0.3302712063068926,0.3333333333333333,0.0030621270264407086,fold4,B3_forecast_level_residual_pmf
4,0.4,0.5,175,0.4256953052580684,0.4114285714285714,0.014266733829497003,fold4,B3_forecast_level_residual_pmf
5,0.5,0.6000000000000001,0,,,,fold4,B3_forecast_level_residual_pmf
6,0.6000000000000001,0.7000000000000001,41,0.6803308838582518,0.7560975609756098,0.07576667711735796,fold4,B3_forecast_level_residual_pmf
7,0.7000000000000001,0.8,0,,,,fold4,B3_forecast_level_residual_pmf
8,0.8,0.9,4,0.8497033503960232,0.75,0.09970335039602318,fold4,B3_forecast_level_residual_pmf
9,0.9,1.0,193,0.9781292629628199,0.9637305699481865,0.014398693014633368,fold4,B3_forecast_level_residual_pmf
0,0.0,0.1,0,,,,fold4,B4_hierarchical_residual_pmf
1,0.1,0.2,0,,,,fold4,B4_hierarchical_residual_pmf
2,0.2,0.30000000000000004,45,0.2747466897490623,0.3111111111111111,0.036364421362048815,fold4,B4_hierarchical_residual_pmf
3,0.30000000000000004,0.4,286,0.3547762364598787,0.32167832167832167,0.03309791478155705,fold4,B4_hierarchical_residual_pmf
4,0.4,0.5,147,0.4320207794651826,0.38095238095238093,0.05106839851280165,fold4,B4_hierarchical_residual_pmf
5,0.5,0.6000000000000001,15,0.5188069891424321,0.4,0.11880698914243204,fold4,B4_hierarchical_residual_pmf
6,0.6000000000000001,0.7000000000000001,26,0.6503250651676405,0.7307692307692307,0.08044416560159018,fold4,B4_hierarchical_residual_pmf
7,0.7000000000000001,0.8,15,0.7696936751997219,0.8,0.030306324800278173,fold4,B4_hierarchical_residual_pmf
8,0.8,0.9,22,0.8764241073073613,0.7727272727272727,0.1036968345800886,fold4,B4_hierarchical_residual_pmf
9,0.9,1.0,175,0.9876535483205426,0.9828571428571429,0.004796405463399767,fold4,B4_hierarchical_residual_pmf
0,0.0,0.1,0,,,,fold4,B5_kernel_analog_pmf
1,0.1,0.2,0,,,,fold4,B5_kernel_analog_pmf
2,0.2,0.30000000000000004,66,0.2774638070286033,0.3181818181818182,0.040718011153214884,fold4,B5_kernel_analog_pmf
3,0.30000000000000004,0.4,227,0.353874563293583,0.34801762114537443,0.005856942148208588,fold4,B5_kernel_analog_pmf
4,0.4,0.5,197,0.4277977175662791,0.41624365482233505,0.011554062743944049,fold4,B5_kernel_analog_pmf
5,0.5,0.6000000000000001,3,0.5303251222104651,0.6666666666666666,0.1363415444562015,fold4,B5_kernel_analog_pmf
6,0.6000000000000001,0.7000000000000001,26,0.6384735372564324,0.7307692307692307,0.09229569351279832,fold4,B5_kernel_analog_pmf
7,0.7000000000000001,0.8,10,0.7562259323965711,0.7,0.05622593239657114,fold4,B5_kernel_analog_pmf
8,0.8,0.9,18,0.8471146418389272,0.8333333333333334,0.013781308505593781,fold4,B5_kernel_analog_pmf
9,0.9,1.0,184,0.9842160946783152,0.9728260869565217,0.011390007721793438,fold4,B5_kernel_analog_pmf
0,0.0,0.1,0,,,,fold4,B6_month_climatology_diagnostic
1,0.1,0.2,122,0.18434188164876014,0.08196721311475409,0.10237466853400605,fold4,B6_month_climatology_diagnostic
2,0.2,0.30000000000000004,184,0.22596600070741377,0.18478260869565216,0.041183392011761605,fold4,B6_month_climatology_diagnostic
3,0.30000000000000004,0.4,122,0.3481280836011221,0.29508196721311475,0.053046116388007325,fold4,B6_month_climatology_diagnostic
4,0.4,0.5,0,,,,fold4,B6_month_climatology_diagnostic
5,0.5,0.6000000000000001,60,0.5664522596274331,0.2833333333333333,0.28311892629409974,fold4,B6_month_climatology_diagnostic
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,B6_month_climatology_diagnostic
7,0.7000000000000001,0.8,62,0.7913141567963905,0.5483870967741935,0.242927060022197,fold4,B6_month_climatology_diagnostic
8,0.8,0.9,0,,,,fold4,B6_month_climatology_diagnostic
9,0.9,1.0,181,0.9608376821232619,0.9116022099447514,0.04923547217851054,fold4,B6_month_climatology_diagnostic
0,0.0,0.1,0,,,,fold4,P1_normal_mos
1,0.1,0.2,0,,,,fold4,P1_normal_mos
2,0.2,0.30000000000000004,199,0.29748297842781285,0.3869346733668342,0.08945169493902133,fold4,P1_normal_mos
3,0.30000000000000004,0.4,219,0.30506995694600514,0.3470319634703196,0.04196200652431448,fold4,P1_normal_mos
4,0.4,0.5,73,0.4667225473295048,0.410958904109589,0.05576364321991578,fold4,P1_normal_mos
5,0.5,0.6000000000000001,2,0.5047211632397949,0.5,0.004721163239794879,fold4,P1_normal_mos
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,P1_normal_mos
7,0.7000000000000001,0.8,45,0.7523939993986907,0.7555555555555555,0.0031615561568648642,fold4,P1_normal_mos
8,0.8,0.9,0,,,,fold4,P1_normal_mos
9,0.9,1.0,193,0.9848364598895357,0.9637305699481865,0.02110588994134921,fold4,P1_normal_mos
0,0.0,0.1,0,,,,fold4,P2_student_t_mos
1,0.1,0.2,0,,,,fold4,P2_student_t_mos
2,0.2,0.30000000000000004,369,0.29238390436215056,0.36585365853658536,0.0734697541744348,fold4,P2_student_t_mos
3,0.30000000000000004,0.4,49,0.3026306089572367,0.3673469387755102,0.06471632981827352,fold4,P2_student_t_mos
4,0.4,0.5,73,0.4674150160143155,0.410958904109589,0.05645611190472649,fold4,P2_student_t_mos
5,0.5,0.6000000000000001,2,0.5046239257065708,0.5,0.004623925706570775,fold4,P2_student_t_mos
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,P2_student_t_mos
7,0.7000000000000001,0.8,45,0.7459082907977451,0.7555555555555555,0.009647264757810414,fold4,P2_student_t_mos
8,0.8,0.9,0,,,,fold4,P2_student_t_mos
9,0.9,1.0,193,0.9794619554475985,0.9637305699481865,0.015731385499412,fold4,P2_student_t_mos
0,0.0,0.1,0,,,,fold4,C1_multinomial_ridge
1,0.1,0.2,0,,,,fold4,C1_multinomial_ridge
2,0.2,0.30000000000000004,143,0.28482744798067877,0.32867132867132864,0.04384388069064987,fold4,C1_multinomial_ridge
3,0.30000000000000004,0.4,253,0.3463354656849668,0.36363636363636365,0.017300897951396832,fold4,C1_multinomial_ridge
4,0.4,0.5,82,0.43223965081488697,0.4024390243902439,0.02980062642464304,fold4,C1_multinomial_ridge
5,0.5,0.6000000000000001,18,0.5153351035572791,0.5555555555555556,0.04022045199827651,fold4,C1_multinomial_ridge
6,0.6000000000000001,0.7000000000000001,1,0.6260480771768357,0.0,0.6260480771768357,fold4,C1_multinomial_ridge
7,0.7000000000000001,0.8,40,0.7491346439508206,0.775,0.02586535604917939,fold4,C1_multinomial_ridge
8,0.8,0.9,21,0.8817149891998171,0.8095238095238095,0.07219117967600752,fold4,C1_multinomial_ridge
9,0.9,1.0,173,0.9775856516920884,0.976878612716763,0.0007070389753254247,fold4,C1_multinomial_ridge
0,0.0,0.1,0,,,,fold4,C2_ordinal_cdf_logistic
1,0.1,0.2,0,,,,fold4,C2_ordinal_cdf_logistic
2,0.2,0.30000000000000004,76,0.28735146284535795,0.32894736842105265,0.0415959055756947,fold4,C2_ordinal_cdf_logistic
3,0.30000000000000004,0.4,286,0.3427910325323859,0.3146853146853147,0.02810571784707122,fold4,C2_ordinal_cdf_logistic
4,0.4,0.5,120,0.43312390075983287,0.425,0.00812390075983288,fold4,C2_ordinal_cdf_logistic
5,0.5,0.6000000000000001,15,0.5271038771753105,0.6666666666666666,0.13956278949135614,fold4,C2_ordinal_cdf_logistic
6,0.6000000000000001,0.7000000000000001,7,0.6701885674327241,0.2857142857142857,0.38447428171843845,fold4,C2_ordinal_cdf_logistic
7,0.7000000000000001,0.8,33,0.7331631207618811,0.8484848484848485,0.11532172772296745,fold4,C2_ordinal_cdf_logistic
8,0.8,0.9,26,0.8838041562636304,0.8846153846153846,0.0008112283517541785,fold4,C2_ordinal_cdf_logistic
9,0.9,1.0,168,0.9805767264176023,0.9761904761904762,0.004386250227126132,fold4,C2_ordinal_cdf_logistic
0,0.0,0.1,0,,,,fold4,K0_B4_identity
1,0.1,0.2,0,,,,fold4,K0_B4_identity
2,0.2,0.30000000000000004,45,0.2747466897490623,0.3111111111111111,0.036364421362048815,fold4,K0_B4_identity
3,0.30000000000000004,0.4,286,0.3547762364598787,0.32167832167832167,0.03309791478155705,fold4,K0_B4_identity
4,0.4,0.5,147,0.4320207794651826,0.38095238095238093,0.05106839851280165,fold4,K0_B4_identity
5,0.5,0.6000000000000001,15,0.5188069891424321,0.4,0.11880698914243204,fold4,K0_B4_identity
6,0.6000000000000001,0.7000000000000001,26,0.6503250651676405,0.7307692307692307,0.08044416560159018,fold4,K0_B4_identity
7,0.7000000000000001,0.8,15,0.7696936751997219,0.8,0.030306324800278173,fold4,K0_B4_identity
8,0.8,0.9,22,0.8764241073073613,0.7727272727272727,0.1036968345800886,fold4,K0_B4_identity
9,0.9,1.0,175,0.9876535483205426,0.9828571428571429,0.004796405463399767,fold4,K0_B4_identity
0,0.0,0.1,0,,,,fold4,K1_B4_power_calibrated
1,0.1,0.2,0,,,,fold4,K1_B4_power_calibrated
2,0.2,0.30000000000000004,55,0.2735206026660872,0.2545454545454545,0.018975148120632668,fold4,K1_B4_power_calibrated
3,0.30000000000000004,0.4,284,0.3496446635092344,0.3415492957746479,0.008095367734586523,fold4,K1_B4_power_calibrated
4,0.4,0.5,148,0.42755513571753656,0.36486486486486486,0.0626902708526717,fold4,K1_B4_power_calibrated
5,0.5,0.6000000000000001,6,0.5304410173784104,0.5,0.03044101737841043,fold4,K1_B4_power_calibrated
6,0.6000000000000001,0.7000000000000001,26,0.6319394812226697,0.7307692307692307,0.09882974954656099,fold4,K1_B4_power_calibrated
7,0.7000000000000001,0.8,15,0.7521861265692794,0.8,0.04781387343072063,fold4,K1_B4_power_calibrated
8,0.8,0.9,22,0.8605272091920461,0.7727272727272727,0.08779993646477335,fold4,K1_B4_power_calibrated
9,0.9,1.0,175,0.9852697752063204,0.9828571428571429,0.002412632349177546,fold4,K1_B4_power_calibrated
0,0.0,0.1,0,,,,fold4,K2_B4_monotone_cdf_projected
1,0.1,0.2,0,,,,fold4,K2_B4_monotone_cdf_projected
2,0.2,0.30000000000000004,45,0.2747466897490623,0.3111111111111111,0.036364421362048815,fold4,K2_B4_monotone_cdf_projected
3,0.30000000000000004,0.4,286,0.3547762364598787,0.32167832167832167,0.03309791478155705,fold4,K2_B4_monotone_cdf_projected
4,0.4,0.5,147,0.4320207794651826,0.38095238095238093,0.05106839851280165,fold4,K2_B4_monotone_cdf_projected
5,0.5,0.6000000000000001,15,0.5188069891424321,0.4,0.11880698914243204,fold4,K2_B4_monotone_cdf_projected
6,0.6000000000000001,0.7000000000000001,26,0.6503250651676405,0.7307692307692307,0.08044416560159018,fold4,K2_B4_monotone_cdf_projected
7,0.7000000000000001,0.8,15,0.7696936751997219,0.8,0.030306324800278173,fold4,K2_B4_monotone_cdf_projected
8,0.8,0.9,22,0.8764241073073613,0.7727272727272727,0.1036968345800886,fold4,K2_B4_monotone_cdf_projected
9,0.9,1.0,175,0.9876535483205426,0.9828571428571429,0.004796405463399767,fold4,K2_B4_monotone_cdf_projected
0,0.0,0.1,0,,,,fold4,S1_conservative_simplex_stack
1,0.1,0.2,0,,,,fold4,S1_conservative_simplex_stack
2,0.2,0.30000000000000004,53,0.28183235628850634,0.3018867924528302,0.02005443616432384,fold4,S1_conservative_simplex_stack
3,0.30000000000000004,0.4,280,0.35115304767541783,0.34285714285714286,0.008295904818274968,fold4,S1_conservative_simplex_stack
4,0.4,0.5,154,0.42929615090167733,0.37662337662337664,0.052672774278300694,fold4,S1_conservative_simplex_stack
5,0.5,0.6000000000000001,6,0.5343885938096333,0.5,0.03438859380963333,fold4,S1_conservative_simplex_stack
6,0.6000000000000001,0.7000000000000001,26,0.6626349376846643,0.7307692307692307,0.06813429308456642,fold4,S1_conservative_simplex_stack
7,0.7000000000000001,0.8,15,0.7658507807463011,0.8,0.03414921925369896,fold4,S1_conservative_simplex_stack
8,0.8,0.9,22,0.8785847653953344,0.7727272727272727,0.10585749266806166,fold4,S1_conservative_simplex_stack
9,0.9,1.0,175,0.9874064225353147,0.9828571428571429,0.004549279678171869,fold4,S1_conservative_simplex_stack
0,0.0,0.1,0,,,,fold4,E1_normal_emos
1,0.1,0.2,0,,,,fold4,E1_normal_emos
2,0.2,0.30000000000000004,0,,,,fold4,E1_normal_emos
3,0.30000000000000004,0.4,206,0.37978498430357244,0.33980582524271846,0.039979159060853975,fold4,E1_normal_emos
4,0.4,0.5,285,0.4356292692244757,0.39649122807017545,0.03913804115430025,fold4,E1_normal_emos
5,0.5,0.6000000000000001,2,0.5078084550137898,0.5,0.0078084550137897946,fold4,E1_normal_emos
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,E1_normal_emos
7,0.7000000000000001,0.8,13,0.7790985640754678,0.5384615384615384,0.2406370256139294,fold4,E1_normal_emos
8,0.8,0.9,32,0.8529791742403026,0.84375,0.009229174240302562,fold4,E1_normal_emos
9,0.9,1.0,193,0.996146991197262,0.9637305699481865,0.03241642124907551,fold4,E1_normal_emos
0,0.0,0.1,0,,,,fold4,E2_student_t_emos
1,0.1,0.2,0,,,,fold4,E2_student_t_emos
2,0.2,0.30000000000000004,0,,,,fold4,E2_student_t_emos
3,0.30000000000000004,0.4,330,0.3664376311390353,0.3575757575757576,0.008861873563277722,fold4,E2_student_t_emos
4,0.4,0.5,161,0.4347539259571768,0.39751552795031053,0.03723839800686629,fold4,E2_student_t_emos
5,0.5,0.6000000000000001,2,0.5074299089299547,0.5,0.007429908929954654,fold4,E2_student_t_emos
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,E2_student_t_emos
7,0.7000000000000001,0.8,18,0.7694557320976791,0.6111111111111112,0.15834462098656799,fold4,E2_student_t_emos
8,0.8,0.9,27,0.8362692079817724,0.8518518518518519,0.01558264387007946,fold4,E2_student_t_emos
9,0.9,1.0,193,0.9872761592850589,0.9637305699481865,0.02354558933687234,fold4,E2_student_t_emos
0,0.0,0.1,0,,,,fold4,E3_two_piece_normal_emos
1,0.1,0.2,0,,,,fold4,E3_two_piece_normal_emos
2,0.2,0.30000000000000004,0,,,,fold4,E3_two_piece_normal_emos
3,0.30000000000000004,0.4,0,,,,fold4,E3_two_piece_normal_emos
4,0.4,0.5,395,0.4597011078008873,0.37721518987341773,0.08248591792746957,fold4,E3_two_piece_normal_emos
5,0.5,0.6000000000000001,98,0.5243962404713788,0.41836734693877553,0.10602889353260325,fold4,E3_two_piece_normal_emos
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,E3_two_piece_normal_emos
7,0.7000000000000001,0.8,0,,,,fold4,E3_two_piece_normal_emos
8,0.8,0.9,22,0.8531555803338658,0.6818181818181818,0.17133739851568408,fold4,E3_two_piece_normal_emos
9,0.9,1.0,216,0.9910032908258091,0.9490740740740741,0.041929216751735,fold4,E3_two_piece_normal_emos
0,0.0,0.1,0,,,,fold4,G1_gamlss_tree_location_scale
1,0.1,0.2,0,,,,fold4,G1_gamlss_tree_location_scale
2,0.2,0.30000000000000004,0,,,,fold4,G1_gamlss_tree_location_scale
3,0.30000000000000004,0.4,23,0.3932272602849423,0.34782608695652173,0.045401173328420585,fold4,G1_gamlss_tree_location_scale
4,0.4,0.5,449,0.4613412484410576,0.37639198218262804,0.08494926625842958,fold4,G1_gamlss_tree_location_scale
5,0.5,0.6000000000000001,21,0.5190331719639129,0.5714285714285714,0.05239539946465854,fold4,G1_gamlss_tree_location_scale
6,0.6000000000000001,0.7000000000000001,0,,,,fold4,G1_gamlss_tree_location_scale
7,0.7000000000000001,0.8,8,0.7955066215690407,0.625,0.17050662156904073,fold4,G1_gamlss_tree_location_scale
8,0.8,0.9,33,0.8381874266079189,0.7878787878787878,0.05030863872913105,fold4,G1_gamlss_tree_location_scale
9,0.9,1.0,197,0.9959324233948473,0.9593908629441624,0.03654156045068491,fold4,G1_gamlss_tree_location_scale
0,0.0,0.1,0,,,,fold4,Q1_quantile_cdf_gb
1,0.1,0.2,106,0.1666940170285049,0.3113207547169811,0.14462673768847623,fold4,Q1_quantile_cdf_gb
2,0.2,0.30000000000000004,330,0.24692726631571074,0.3242424242424242,0.07731515792671348,fold4,Q1_quantile_cdf_gb
3,0.30000000000000004,0.4,20,0.32134887238708676,0.45,0.12865112761291325,fold4,Q1_quantile_cdf_gb
4,0.4,0.5,40,0.4356269260989504,0.425,0.010626926098950384,fold4,Q1_quantile_cdf_gb
5,0.5,0.6000000000000001,20,0.586132400735873,0.6,0.01386759926412695,fold4,Q1_quantile_cdf_gb
6,0.6000000000000001,0.7000000000000001,20,0.6382654998457935,0.85,0.21173450015420647,fold4,Q1_quantile_cdf_gb
7,0.7000000000000001,0.8,195,0.7836957143778328,0.9641025641025641,0.1804068497247313,fold4,Q1_quantile_cdf_gb
8,0.8,0.9,0,,,,fold4,Q1_quantile_cdf_gb
9,0.9,1.0,0,,,,fold4,Q1_quantile_cdf_gb
0,0.0,0.1,0,,,,fold4,Q2_threshold_cdf_gb
1,0.1,0.2,0,,,,fold4,Q2_threshold_cdf_gb
2,0.2,0.30000000000000004,119,0.2859854939594727,0.2857142857142857,0.0002712082451870046,fold4,Q2_threshold_cdf_gb
3,0.30000000000000004,0.4,321,0.3498151112643191,0.411214953271028,0.06139984200670895,fold4,Q2_threshold_cdf_gb
4,0.4,0.5,54,0.4316813171729788,0.42592592592592593,0.005755391247052877,fold4,Q2_threshold_cdf_gb
5,0.5,0.6000000000000001,2,0.5485228818507768,1.0,0.4514771181492232,fold4,Q2_threshold_cdf_gb
6,0.6000000000000001,0.7000000000000001,38,0.6479607586814705,0.7368421052631579,0.08888134658168734,fold4,Q2_threshold_cdf_gb
7,0.7000000000000001,0.8,4,0.7380708298912748,1.0,0.2619291701087252,fold4,Q2_threshold_cdf_gb
8,0.8,0.9,193,0.8856009447557851,0.9637305699481865,0.07812962519240141,fold4,Q2_threshold_cdf_gb
9,0.9,1.0,0,,,,fold4,Q2_threshold_cdf_gb
0,0.0,0.1,0,,,,fold4,T1_time_decay_b4
1,0.1,0.2,0,,,,fold4,T1_time_decay_b4
2,0.2,0.30000000000000004,1,0.2931052149201694,0.0,0.2931052149201694,fold4,T1_time_decay_b4
3,0.30000000000000004,0.4,415,0.34235787655830924,0.36626506024096384,0.023907183682654598,fold4,T1_time_decay_b4
4,0.4,0.5,52,0.43699617334132046,0.40384615384615385,0.033150019495166605,fold4,T1_time_decay_b4
