official_max_bin,method,family,row_count,rps,nll,brier,crps,ece,mce,entropy
24_or_below,B1_global_residual_pmf,residual_pmf,2000,0.006062267183498862,0.17561354390806339,0.008007856054234454,0.06062267183498862,0.011792478441879025,0.07671631872037366,0.148569269529098
24_or_below,E2_student_t_emos,emos,2000,0.006101055184323501,0.18272495057354918,0.00807704883897004,0.061010551843235006,0.014941291751849306,0.09823288779457517,0.17852234652762627
24_or_below,E1_normal_emos,emos,2000,0.006336336606819696,0.19921007591800066,0.008258312953241018,0.06336336606819695,0.027190110361825993,0.14440761726705897,0.08503432743256346
24_or_below,G1_gamlss_tree_location_scale,gamlss_tree,2000,0.006376045928475874,0.20917667115178484,0.008281021743851544,0.06376045928475874,0.028924422577862582,0.14148825374450247,0.07741248481517561
24_or_below,E3_two_piece_normal_emos,emos,2000,0.006668399194102829,0.25350372232083934,0.008626881567469841,0.06668399194102828,0.03705623722367645,0.195099068540168,0.05455350703897385
24_or_below,Q2_threshold_cdf_gb,threshold_cdf,2000,0.01022188663036523,0.2950654920951289,0.009002510623101092,0.1022188663036523,0.09443514181804724,0.13287132425817805,0.6851922339074943
24_or_below,Q1_quantile_cdf_gb,quantile_cdf,2000,0.014316874672989904,0.36476089682677854,0.011410688529538238,0.1431687467298991,0.17492011187858908,0.520175269808671,0.9606990159245647
24_or_below,B6_month_climatology_diagnostic,diagnostic,2000,0.01663680646082809,0.3374986349065616,0.012486107459386397,0.16636806460828088,0.08337265905676193,0.43873286918437615,0.4979351007703661
24_or_below,B0_climatology,baseline,2000,0.13914555657596575,1.0348491046757244,0.04009708741682924,1.391455565759657,0.5485050638903507,0.5520775129197021,2.007404167227956
25,B5_kernel_analog_pmf,analog_pmf,249,0.05046390038423421,1.2579074552112772,0.06241506303237286,0.5046390038423421,0.0517375536375615,0.06729964133043859,1.2495288119789494
25,B1_global_residual_pmf,residual_pmf,249,0.05068788889542719,1.267022429168084,0.06230870758810886,0.5068788889542719,0.03407285750732647,0.03407285750732647,1.2554342819001265
25,T1_time_decay_b4,time_decay_residual_pmf,249,0.05074498013335298,1.2728681440732863,0.0625660005527359,0.5074498013335301,0.03432145069941808,0.11793858613689956,1.2428696663834962
25,B3_forecast_level_residual_pmf,residual_pmf,249,0.050806790406301976,1.280067149201318,0.0623379253045359,0.5080679040630199,0.03058833302635372,0.03058833302635372,1.2151305950675422
25,H1_b4_challenger_linear_pool,hybrid_pool,249,0.05082879148307681,1.2758728085818571,0.06281449825999934,0.5082879148307682,0.03133666934252586,0.5084824873211501,1.2391308612100858
25,K1_B4_power_calibrated,calibration,249,0.0508773713840771,1.2825123693148905,0.06301704912723316,0.508773713840771,0.05077458724330417,0.142018201913939,1.2664956673487
25,S1_conservative_simplex_stack,stack,249,0.050889699926492296,1.279850243829212,0.06300449081281935,0.5088969992649229,0.04763413045434235,0.1492110178845807,1.2524130562210052
25,B4_hierarchical_residual_pmf,residual_pmf,249,0.0509610686281146,1.2839691035677243,0.06314676558023408,0.509610686281146,0.046560464618501066,0.12064944535019978,1.2429419244503812
25,K0_B4_identity,calibration,249,0.0509610686281146,1.2839691035677243,0.06314676558023408,0.509610686281146,0.046560464618501066,0.12064944535019978,1.2429419244503812
25,K2_B4_monotone_cdf_projected,calibration,249,0.0509610686281146,1.2839691035677243,0.06314676558023408,0.509610686281146,0.046560464618501024,0.12064944535019978,1.242941924450382
25,P1_normal_mos,mos,249,0.05098221484845418,1.2680184478565224,0.06258666755893676,0.5098221484845418,0.046220351106735426,0.06551817219831624,1.2427643044151717
25,P2_student_t_mos,mos,249,0.05100574919481698,1.272424622082786,0.06266560417743632,0.5100574919481697,0.04156618909412173,0.043027419658894284,1.2831251170761968
