method,family,split,row_count,rps,rps_delta_vs_b4,relative_rps_gain_vs_b4,nll,brier,crps,ece,mce,entropy
E2_student_t_emos,emos,sealed_2024_2026_05,882,0.043565660459898785,0.000391539243099627,-0.009068841057204381,1.0790018735051872,0.04737956354113509,0.4356566045989878,0.03830666037055701,0.2988875409325,1.0490539205402933
B2_month_residual_pmf,residual_pmf,sealed_2024_2026_05,882,0.0436153289632458,0.0004412077464466396,-0.010219264087185742,1.0582808755350692,0.04703044700793743,0.43615328963245803,0.03357168314765861,0.2407038386573852,1.0536217684904166
B1_global_residual_pmf,residual_pmf,sealed_2024_2026_05,882,0.04362236173126431,0.00044824051446515356,-0.0103821572236366,1.0620765639749552,0.04714304599556245,0.4362236173126431,0.018506526051525137,0.13963579941578347,1.0404418019556247
E1_normal_emos,emos,sealed_2024_2026_05,882,0.044420686835548916,0.0012465656187497579,-0.028872981860826298,1.1320622747367328,0.04812406017801587,0.4442068683554891,0.0643644525748811,0.1778168264614407,0.8444365605801465
G1_gamlss_tree_location_scale,gamlss_tree,sealed_2024_2026_05,882,0.045151373464364736,0.001977252247565578,-0.045797162555707656,1.2025437958198772,0.04903524741452147,0.45151373464364736,0.0906834275541882,0.79343245368103,0.7729617522857035
E3_two_piece_normal_emos,emos,sealed_2024_2026_05,882,0.04609034731994855,0.0029162261031493927,-0.06754569684245668,1.3194818010150606,0.05040691389387722,0.4609034731994855,0.10211743965808032,0.6027294860491834,0.7067451069443224
Q2_threshold_cdf_gb,threshold_cdf,sealed_2024_2026_05,882,0.04784317258976498,0.004669051372965825,-0.10814467651860592,1.165791817910696,0.047648344082748255,0.4784317258976499,0.04582067673981977,0.4767434612204057,1.385540476298095
Q1_quantile_cdf_gb,quantile_cdf,sealed_2024_2026_05,882,0.06781008663017421,0.024635965413375052,-0.570618804020709,1.3243136669264375,0.0513475425942059,0.678100866301742,0.13059294587333842,0.2397938153780604,1.6931533401310765
B6_month_climatology_diagnostic,diagnostic,sealed_2024_2026_05,882,0.09761696614087131,0.054442844924072156,-1.261006440656592,1.6648524223511183,0.06082143528073023,0.9761696614087128,0.09691959363604769,0.259500073246517,1.3708901780053941
B0_climatology,baseline,sealed_2024_2026_05,882,0.19439329745293077,0.15121917623613162,-3.5025420778522265,2.1384382298378353,0.07553453616978587,1.9439329745293086,0.025433211795866606,0.025433211795866606,2.050450272984201
