cutoff_profile,stage,rows,router_apply_rate,tail_overlay_apply_rate,mean_correction_when_applied_c
tminus1_1800,presealed_holdout,663,0.4464555052790347,0.0,0.17161724766010444
tminus1_1800,rolling_validation,3623,0.4338945625172509,0.0,0.24335554011205007
tminus1_1800,sealed_confirmation,764,0.4424083769633508,0.0,0.20211369524586428
tminus1_2100,presealed_holdout,667,0.6116941529235382,0.0,0.17062647261263386
tminus1_2100,rolling_validation,3654,0.5027367268746579,0.0,0.23743047869432046
tminus1_2100,sealed_confirmation,767,0.6271186440677966,0.0,0.18684756275408768
tminus1_2359,presealed_holdout,730,0.5986301369863014,0.0,0.18980974303223228
tminus1_2359,rolling_validation,4017,0.4545680856360468,0.0,0.20764588904103803
tminus1_2359,sealed_confirmation,882,0.6099773242630385,0.0,0.17561215656197413
