station_id,target_date_local,asof_utc,mu_hat_f,actual_tmax_f,residual_f,abs_residual_f
KNYC,2025-03-27,2025-03-26 12:00:00+00:00,53.38637394065001,53.0,-0.3863739406500102,0.3863739406500102
KNYC,2025-03-28,2025-03-27 12:00:00+00:00,61.30850170910456,63.0,1.6914982908954386,1.6914982908954386
KNYC,2025-03-29,2025-03-28 12:00:00+00:00,80.84572358447383,81.0,0.15427641552616933,0.15427641552616933
KNYC,2025-03-30,2025-03-29 12:00:00+00:00,57.31585061144192,48.0,-9.315850611441917,9.315850611441917
KNYC,2025-03-31,2025-03-30 12:00:00+00:00,74.16397608856475,73.0,-1.1639760885647519,1.1639760885647519
KNYC,2025-04-01,2025-03-31 12:00:00+00:00,62.691431406533134,58.0,-4.691431406533134,4.691431406533134
KNYC,2025-04-02,2025-04-01 12:00:00+00:00,47.44267264576653,49.0,1.5573273542334718,1.5573273542334718
KNYC,2025-04-03,2025-04-02 12:00:00+00:00,72.12253143726157,73.0,0.8774685627384287,0.8774685627384287
KNYC,2025-04-04,2025-04-03 12:00:00+00:00,69.8659736842664,73.0,3.134026315733607,3.134026315733607
KNYC,2025-04-05,2025-04-04 12:00:00+00:00,56.832576038127414,59.0,2.1674239618725863,2.1674239618725863
KNYC,2025-04-06,2025-04-05 12:00:00+00:00,57.75964771126516,56.0,-1.7596477112651598,1.7596477112651598
KNYC,2025-04-07,2025-04-06 12:00:00+00:00,48.83472990509181,50.0,1.1652700949081876,1.1652700949081876
KNYC,2025-04-08,2025-04-07 12:00:00+00:00,46.16428237133662,45.0,-1.1642823713366184,1.1642823713366184
KNYC,2025-04-09,2025-04-08 12:00:00+00:00,48.0529630896023,49.0,0.9470369103976992,0.9470369103976992
KNYC,2025-04-10,2025-04-09 12:00:00+00:00,50.774694334247265,51.0,0.22530566575273525,0.22530566575273525
KNYC,2025-04-11,2025-04-10 12:00:00+00:00,49.69894003481457,46.0,-3.6989400348145693,3.6989400348145693
KNYC,2025-04-12,2025-04-11 12:00:00+00:00,44.38329688908255,40.0,-4.383296889082551,4.383296889082551
KNYC,2025-04-13,2025-04-12 12:00:00+00:00,56.98490054554683,58.0,1.0150994544531713,1.0150994544531713
KNYC,2025-04-14,2025-04-13 12:00:00+00:00,65.96579745657127,66.0,0.034202543428733634,0.034202543428733634
KNYC,2025-04-15,2025-04-14 12:00:00+00:00,66.7705878203767,69.0,2.2294121796232957,2.2294121796232957
KNYC,2025-04-16,2025-04-15 12:00:00+00:00,52.627010074028185,50.0,-2.6270100740281848,2.6270100740281848
KNYC,2025-04-17,2025-04-16 12:00:00+00:00,63.09195435335981,64.0,0.9080456466401898,0.9080456466401898
KNYC,2025-04-18,2025-04-17 12:00:00+00:00,69.78210117266386,68.0,-1.7821011726638574,1.7821011726638574
KNYC,2025-04-19,2025-04-18 12:00:00+00:00,81.72341555600259,85.0,3.2765844439974074,3.2765844439974074
KNYC,2025-04-20,2025-04-19 12:00:00+00:00,72.66473801242718,73.0,0.3352619875728209,0.3352619875728209
KNYC,2025-04-21,2025-04-20 12:00:00+00:00,55.971414584091114,57.0,1.0285854159088856,1.0285854159088856
KNYC,2025-04-22,2025-04-21 12:00:00+00:00,80.65892933172447,82.0,1.3410706682755347,1.3410706682755347
KNYC,2025-04-23,2025-04-22 12:00:00+00:00,77.93324776352675,76.0,-1.9332477635267509,1.9332477635267509
KNYC,2025-04-24,2025-04-23 12:00:00+00:00,78.12712608913336,77.0,-1.1271260891333554,1.1271260891333554
KNYC,2025-04-25,2025-04-24 12:00:00+00:00,79.24312347816685,77.0,-2.2431234781668508,2.2431234781668508
KNYC,2025-04-26,2025-04-25 12:00:00+00:00,75.4936994440979,74.0,-1.4936994440978992,1.4936994440978992
KNYC,2025-04-27,2025-04-26 12:00:00+00:00,58.658955456701584,59.0,0.34104454329841616,0.34104454329841616
KNYC,2025-04-28,2025-04-27 12:00:00+00:00,78.74286092210008,76.0,-2.7428609221000784,2.7428609221000784
KNYC,2025-04-29,2025-04-28 12:00:00+00:00,81.73788868690075,79.0,-2.737888686900746,2.737888686900746
KNYC,2025-04-30,2025-04-29 12:00:00+00:00,76.39752915107972,73.0,-3.3975291510797234,3.3975291510797234
KNYC,2025-05-01,2025-04-30 12:00:00+00:00,71.30308612930946,71.0,-0.3030861293094631,0.3030861293094631
KNYC,2025-05-02,2025-05-01 12:00:00+00:00,81.7297774972952,84.0,2.2702225027047973,2.2702225027047973
KNYC,2025-05-03,2025-05-02 12:00:00+00:00,80.34678344335656,85.0,4.653216556643443,4.653216556643443
KNYC,2025-05-04,2025-05-03 12:00:00+00:00,70.56315702351104,69.0,-1.5631570235110388,1.5631570235110388
KNYC,2025-05-05,2025-05-04 12:00:00+00:00,65.57589346292772,61.0,-4.5758934629277235,4.5758934629277235
KNYC,2025-05-06,2025-05-05 12:00:00+00:00,70.14806332464867,64.0,-6.148063324648675,6.148063324648675
KNYC,2025-05-07,2025-05-06 12:00:00+00:00,76.83318915942691,74.0,-2.833189159426908,2.833189159426908
KNYC,2025-05-08,2025-05-07 12:00:00+00:00,76.59166702196289,78.0,1.4083329780371088,1.4083329780371088
KNYC,2025-05-09,2025-05-08 12:00:00+00:00,63.67239745374464,60.0,-3.6723974537446367,3.6723974537446367
KNYC,2025-05-10,2025-05-09 12:00:00+00:00,71.62149131042248,72.0,0.37850868957751516,0.37850868957751516
KNYC,2025-05-11,2025-05-10 12:00:00+00:00,77.8169327655526,77.0,-0.8169327655525933,0.8169327655525933
KNYC,2025-05-12,2025-05-11 12:00:00+00:00,73.50440119616385,72.0,-1.5044011961638546,1.5044011961638546
KNYC,2025-05-13,2025-05-12 12:00:00+00:00,72.31538962725784,69.0,-3.3153896272578436,3.3153896272578436
