target_year,target_month,cutoff_profile,rows
2018,5,t_minus_1_2359_hkt,31
2018,6,t_minus_1_1800_hkt,29
2018,6,t_minus_1_2100_hkt,29
2018,6,t_minus_1_2359_hkt,30
2018,7,t_minus_1_1800_hkt,30
2018,7,t_minus_1_2100_hkt,30
2018,7,t_minus_1_2359_hkt,31
2018,8,t_minus_1_1800_hkt,31
2018,8,t_minus_1_2100_hkt,31
2018,8,t_minus_1_2359_hkt,31
2018,9,t_minus_1_1800_hkt,30
2018,9,t_minus_1_2100_hkt,30
2018,9,t_minus_1_2359_hkt,30
2018,10,t_minus_1_1800_hkt,28
2018,10,t_minus_1_2100_hkt,28
2018,10,t_minus_1_2359_hkt,31
2018,11,t_minus_1_1800_hkt,27
2018,11,t_minus_1_2100_hkt,27
2018,11,t_minus_1_2359_hkt,30
2018,12,t_minus_1_1800_hkt,24
2018,12,t_minus_1_2100_hkt,24
2018,12,t_minus_1_2359_hkt,31
2019,1,t_minus_1_1800_hkt,30
2019,1,t_minus_1_2100_hkt,30
2019,1,t_minus_1_2359_hkt,31
2019,2,t_minus_1_1800_hkt,27
2019,2,t_minus_1_2100_hkt,27
2019,2,t_minus_1_2359_hkt,28
2019,3,t_minus_1_1800_hkt,28
2019,3,t_minus_1_2100_hkt,28
2019,3,t_minus_1_2359_hkt,31
2019,4,t_minus_1_1800_hkt,30
2019,4,t_minus_1_2100_hkt,30
2019,4,t_minus_1_2359_hkt,30
2019,5,t_minus_1_1800_hkt,29
2019,5,t_minus_1_2100_hkt,30
2019,5,t_minus_1_2359_hkt,31
2019,6,t_minus_1_1800_hkt,30
2019,6,t_minus_1_2100_hkt,30
2019,6,t_minus_1_2359_hkt,30
2019,7,t_minus_1_1800_hkt,31
2019,7,t_minus_1_2100_hkt,31
2019,7,t_minus_1_2359_hkt,31
2019,8,t_minus_1_1800_hkt,29
2019,8,t_minus_1_2100_hkt,29
2019,8,t_minus_1_2359_hkt,31
2019,9,t_minus_1_1800_hkt,26
2019,9,t_minus_1_2100_hkt,27
2019,9,t_minus_1_2359_hkt,30
2019,10,t_minus_1_1800_hkt,27
2019,10,t_minus_1_2100_hkt,29
2019,10,t_minus_1_2359_hkt,31
2019,11,t_minus_1_1800_hkt,24
2019,11,t_minus_1_2100_hkt,24
2019,11,t_minus_1_2359_hkt,30
2019,12,t_minus_1_1800_hkt,24
2019,12,t_minus_1_2100_hkt,24
2019,12,t_minus_1_2359_hkt,31
2020,1,t_minus_1_1800_hkt,30
2020,1,t_minus_1_2100_hkt,30
2020,1,t_minus_1_2359_hkt,31
2020,2,t_minus_1_1800_hkt,27
2020,2,t_minus_1_2100_hkt,27
2020,2,t_minus_1_2359_hkt,29
2020,3,t_minus_1_1800_hkt,31
2020,3,t_minus_1_2100_hkt,31
2020,3,t_minus_1_2359_hkt,31
2020,4,t_minus_1_1800_hkt,29
2020,4,t_minus_1_2100_hkt,29
2020,4,t_minus_1_2359_hkt,30
2020,5,t_minus_1_1800_hkt,30
2020,5,t_minus_1_2100_hkt,30
2020,5,t_minus_1_2359_hkt,31
2020,6,t_minus_1_1800_hkt,27
2020,6,t_minus_1_2100_hkt,27
2020,6,t_minus_1_2359_hkt,30
2020,7,t_minus_1_1800_hkt,29
2020,7,t_minus_1_2100_hkt,29
2020,7,t_minus_1_2359_hkt,31
2020,8,t_minus_1_1800_hkt,30
2020,8,t_minus_1_2100_hkt,30
2020,8,t_minus_1_2359_hkt,31
2020,9,t_minus_1_1800_hkt,30
2020,9,t_minus_1_2100_hkt,30
2020,9,t_minus_1_2359_hkt,30
2020,10,t_minus_1_1800_hkt,31
2020,10,t_minus_1_2100_hkt,31
2020,10,t_minus_1_2359_hkt,31
2020,11,t_minus_1_1800_hkt,30
2020,11,t_minus_1_2100_hkt,30
2020,11,t_minus_1_2359_hkt,30
2020,12,t_minus_1_1800_hkt,28
2020,12,t_minus_1_2100_hkt,28
2020,12,t_minus_1_2359_hkt,31
2021,1,t_minus_1_1800_hkt,21
2021,1,t_minus_1_2100_hkt,21
2021,1,t_minus_1_2359_hkt,31
2021,2,t_minus_1_1800_hkt,25
2021,2,t_minus_1_2100_hkt,25
2021,2,t_minus_1_2359_hkt,28
2021,3,t_minus_1_1800_hkt,30
2021,3,t_minus_1_2100_hkt,30
2021,3,t_minus_1_2359_hkt,31
2021,4,t_minus_1_1800_hkt,30
2021,4,t_minus_1_2100_hkt,30
2021,4,t_minus_1_2359_hkt,30
2021,5,t_minus_1_1800_hkt,31
2021,5,t_minus_1_2100_hkt,31
2021,5,t_minus_1_2359_hkt,31
2021,6,t_minus_1_1800_hkt,29
2021,6,t_minus_1_2100_hkt,30
2021,6,t_minus_1_2359_hkt,30
2021,7,t_minus_1_1800_hkt,31
2021,7,t_minus_1_2100_hkt,31
2021,7,t_minus_1_2359_hkt,31
2021,8,t_minus_1_1800_hkt,31
2021,8,t_minus_1_2100_hkt,31
2021,8,t_minus_1_2359_hkt,31
2021,9,t_minus_1_1800_hkt,30
2021,9,t_minus_1_2100_hkt,30
2021,9,t_minus_1_2359_hkt,30
2021,10,t_minus_1_1800_hkt,27
2021,10,t_minus_1_2100_hkt,27
2021,10,t_minus_1_2359_hkt,31
2021,11,t_minus_1_1800_hkt,20
2021,11,t_minus_1_2100_hkt,20
2021,11,t_minus_1_2359_hkt,30
2021,12,t_minus_1_1800_hkt,21
2021,12,t_minus_1_2100_hkt,21
2021,12,t_minus_1_2359_hkt,31
2022,1,t_minus_1_1800_hkt,27
2022,1,t_minus_1_2100_hkt,27
2022,1,t_minus_1_2359_hkt,31
2022,2,t_minus_1_1800_hkt,23
2022,2,t_minus_1_2100_hkt,23
2022,2,t_minus_1_2359_hkt,28
2022,3,t_minus_1_1800_hkt,27
2022,3,t_minus_1_2100_hkt,27
2022,3,t_minus_1_2359_hkt,31
2022,4,t_minus_1_1800_hkt,24
2022,4,t_minus_1_2100_hkt,24
2022,4,t_minus_1_2359_hkt,30
2022,5,t_minus_1_1800_hkt,26
2022,5,t_minus_1_2100_hkt,26
2022,5,t_minus_1_2359_hkt,31
2022,6,t_minus_1_1800_hkt,30
2022,6,t_minus_1_2100_hkt,30
2022,6,t_minus_1_2359_hkt,30
2022,7,t_minus_1_1800_hkt,30
2022,7,t_minus_1_2100_hkt,31
2022,7,t_minus_1_2359_hkt,31
2022,8,t_minus_1_1800_hkt,31
2022,8,t_minus_1_2100_hkt,31
2022,8,t_minus_1_2359_hkt,31
2022,9,t_minus_1_1800_hkt,30
2022,9,t_minus_1_2100_hkt,30
2022,9,t_minus_1_2359_hkt,30
2022,10,t_minus_1_1800_hkt,27
2022,10,t_minus_1_2100_hkt,27
2022,10,t_minus_1_2359_hkt,31
2022,11,t_minus_1_1800_hkt,28
2022,11,t_minus_1_2100_hkt,28
2022,11,t_minus_1_2359_hkt,30
2022,12,t_minus_1_1800_hkt,28
2022,12,t_minus_1_2100_hkt,28
2022,12,t_minus_1_2359_hkt,31
2023,1,t_minus_1_1800_hkt,27
2023,1,t_minus_1_2100_hkt,27
2023,1,t_minus_1_2359_hkt,31
2023,2,t_minus_1_1800_hkt,26
2023,2,t_minus_1_2100_hkt,26
2023,2,t_minus_1_2359_hkt,28
2023,3,t_minus_1_1800_hkt,29
2023,3,t_minus_1_2100_hkt,29
2023,3,t_minus_1_2359_hkt,31
2023,4,t_minus_1_1800_hkt,29
2023,4,t_minus_1_2100_hkt,29
2023,4,t_minus_1_2359_hkt,30
2023,5,t_minus_1_1800_hkt,30
2023,5,t_minus_1_2100_hkt,30
2023,5,t_minus_1_2359_hkt,31
2023,6,t_minus_1_1800_hkt,28
2023,6,t_minus_1_2100_hkt,29
2023,6,t_minus_1_2359_hkt,30
2023,7,t_minus_1_1800_hkt,30
2023,7,t_minus_1_2100_hkt,31
2023,7,t_minus_1_2359_hkt,31
2023,8,t_minus_1_1800_hkt,31
2023,8,t_minus_1_2100_hkt,31
2023,8,t_minus_1_2359_hkt,31
2023,9,t_minus_1_1800_hkt,30
2023,9,t_minus_1_2100_hkt,30
2023,9,t_minus_1_2359_hkt,30
2023,10,t_minus_1_1800_hkt,30
2023,10,t_minus_1_2100_hkt,30
2023,10,t_minus_1_2359_hkt,31
2023,11,t_minus_1_1800_hkt,17
2023,11,t_minus_1_2100_hkt,18
2023,11,t_minus_1_2359_hkt,30
2023,12,t_minus_1_1800_hkt,25
2023,12,t_minus_1_2100_hkt,25
2023,12,t_minus_1_2359_hkt,31
2024,1,t_minus_1_1800_hkt,26
2024,1,t_minus_1_2100_hkt,26
2024,1,t_minus_1_2359_hkt,31
2024,2,t_minus_1_1800_hkt,21
2024,2,t_minus_1_2100_hkt,21
2024,2,t_minus_1_2359_hkt,29
2024,3,t_minus_1_1800_hkt,26
2024,3,t_minus_1_2100_hkt,26
2024,3,t_minus_1_2359_hkt,31
2024,4,t_minus_1_1800_hkt,30
2024,4,t_minus_1_2100_hkt,30
2024,4,t_minus_1_2359_hkt,30
2024,5,t_minus_1_1800_hkt,28
2024,5,t_minus_1_2100_hkt,29
2024,5,t_minus_1_2359_hkt,31
2024,6,t_minus_1_1800_hkt,28
2024,6,t_minus_1_2100_hkt,28
2024,6,t_minus_1_2359_hkt,30
2024,7,t_minus_1_1800_hkt,31
2024,7,t_minus_1_2100_hkt,31
2024,7,t_minus_1_2359_hkt,31
2024,8,t_minus_1_1800_hkt,31
2024,8,t_minus_1_2100_hkt,31
2024,8,t_minus_1_2359_hkt,31
2024,9,t_minus_1_1800_hkt,29
2024,9,t_minus_1_2100_hkt,29
2024,9,t_minus_1_2359_hkt,30
2024,10,t_minus_1_1800_hkt,28
2024,10,t_minus_1_2100_hkt,28
2024,10,t_minus_1_2359_hkt,31
2024,11,t_minus_1_1800_hkt,27
2024,11,t_minus_1_2100_hkt,27
2024,11,t_minus_1_2359_hkt,30
2024,12,t_minus_1_1800_hkt,23
2024,12,t_minus_1_2100_hkt,23
2024,12,t_minus_1_2359_hkt,31
2025,1,t_minus_1_1800_hkt,27
2025,1,t_minus_1_2100_hkt,27
2025,1,t_minus_1_2359_hkt,31
2025,2,t_minus_1_1800_hkt,22
2025,2,t_minus_1_2100_hkt,23
2025,2,t_minus_1_2359_hkt,28
2025,3,t_minus_1_1800_hkt,27
2025,3,t_minus_1_2100_hkt,27
2025,3,t_minus_1_2359_hkt,31
2025,4,t_minus_1_1800_hkt,24
2025,4,t_minus_1_2100_hkt,24
2025,4,t_minus_1_2359_hkt,30
2025,5,t_minus_1_1800_hkt,28
2025,5,t_minus_1_2100_hkt,28
2025,5,t_minus_1_2359_hkt,31
2025,6,t_minus_1_1800_hkt,29
2025,6,t_minus_1_2100_hkt,29
2025,6,t_minus_1_2359_hkt,30
2025,7,t_minus_1_1800_hkt,31
2025,7,t_minus_1_2100_hkt,31
2025,7,t_minus_1_2359_hkt,31
2025,8,t_minus_1_1800_hkt,31
2025,8,t_minus_1_2100_hkt,31
2025,8,t_minus_1_2359_hkt,31
2025,9,t_minus_1_1800_hkt,30
2025,9,t_minus_1_2100_hkt,30
2025,9,t_minus_1_2359_hkt,30
2025,10,t_minus_1_1800_hkt,24
2025,10,t_minus_1_2100_hkt,24
2025,10,t_minus_1_2359_hkt,31
2025,11,t_minus_1_1800_hkt,21
2025,11,t_minus_1_2100_hkt,21
2025,11,t_minus_1_2359_hkt,30
2025,12,t_minus_1_1800_hkt,17
2025,12,t_minus_1_2100_hkt,17
2025,12,t_minus_1_2359_hkt,31
2026,1,t_minus_1_1800_hkt,20
2026,1,t_minus_1_2100_hkt,20
2026,1,t_minus_1_2359_hkt,31
2026,2,t_minus_1_1800_hkt,23
2026,2,t_minus_1_2100_hkt,24
2026,2,t_minus_1_2359_hkt,28
2026,3,t_minus_1_1800_hkt,26
2026,3,t_minus_1_2100_hkt,26
2026,3,t_minus_1_2359_hkt,31
2026,4,t_minus_1_1800_hkt,26
2026,4,t_minus_1_2100_hkt,26
2026,4,t_minus_1_2359_hkt,30
2026,5,t_minus_1_1800_hkt,30
2026,5,t_minus_1_2100_hkt,30
2026,5,t_minus_1_2359_hkt,31
