source_table,source_label_count,source_first_date,source_last_date,requested_start_date,requested_end_date,pre_start_label_count,persisted_feature_rows,lag365_non_null_rows,clim30_non_null_rows,h24n_finalized_label_rule
feature_safe.hko_target_history_pre2024,48577,1884-01-01,2023-12-31,2000-01-02,2023-12-31,39812,8765,8765,8765,T-2 finalized target labels only; lag1 names are forbidden.
