distribution_version,distribution_status,row_count,mae_c,rmse_c,bias_c,p90_abs_error_c,monotonic_repair_count
distribution_v1_20260627,promoted,2191,1.5566903937194703,2.1297263841803633,0.21180783028849853,3.5280187411785313,33
