cutoff_profile,model_id,season_bucket,n_scored,mae,rmse,median_absolute_error,bias,p80_absolute_error,p90_absolute_error,p95_absolute_error,max_absolute_error,mean_prediction,mean_actual,mean_anchor_forecast,scope,official_max_bin,official_range_bin,issue_hour_bucket,fcst_flag_thunderstorm,hourly_any_thunderstorm_warning_24h,hourly_any_rainstorm_warning_24h
tminus1_1800,A0_raw_official,,865,1.0813872832369944,1.3565597426063165,0.8999999999999986,-0.21965317919075147,1.6999999999999993,2.2600000000000025,2.779999999999996,4.399999999999999,22.472832369942196,22.692485549132947,22.472832369942196,by_official_max_bin,21_24,,,,,
tminus1_1800,A0_raw_official,,701,1.0821683309557777,1.3382339800832133,0.8999999999999986,-0.10385164051355203,1.8000000000000007,2.1999999999999993,2.5,4.0,26.07132667617689,26.175178316690445,26.07132667617689,by_official_max_bin,25_27,,,,,
tminus1_1800,A0_raw_official,,1115,1.0143497757847533,1.2799663672711448,0.8000000000000007,-0.06188340807174883,1.6000000000000014,2.1600000000000024,2.529999999999996,4.5,29.093004484304934,29.15488789237668,29.093004484304934,by_official_max_bin,28_30,,,,,
tminus1_1800,A0_raw_official,,969,0.867389060887513,1.1059133671517833,0.7000000000000028,-0.04613003095975225,1.3999999999999986,1.8000000000000007,2.1999999999999993,3.700000000000003,31.596800825593395,31.642930856553146,31.596800825593395,by_official_max_bin,31_32,,,,,
tminus1_1800,A0_raw_official,,620,0.7158064516129033,0.9168846270686617,0.6000000000000014,0.005161290322580627,1.1999999999999993,1.5,1.704999999999998,3.8999999999999986,33.351451612903226,33.34629032258064,33.351451612903226,by_official_max_bin,ge33,,,,,
tminus1_1800,A0_raw_official,,780,0.9778205128205129,1.2522441393815285,0.8000000000000007,-0.3475641025641026,1.5,2.0100000000000025,2.5,4.600000000000001,18.065384615384616,18.41294871794872,18.065384615384616,by_official_max_bin,le20,,,,,
tminus1_1800,A1_grouped_residual,,865,1.066955064286297,1.3401609869244178,0.8667100296159802,-0.015675375969344922,1.7359024571697579,2.2354825745898284,2.6948919658503536,4.208255171641696,22.676810173163602,22.692485549132947,22.472832369942196,by_official_max_bin,21_24,,,,,
tminus1_1800,A1_grouped_residual,,701,1.0771544883794415,1.3343303306346228,0.8825048521435193,0.02659671614805434,1.739803487867146,2.2473980953636996,2.5177620453916596,3.9196055201154536,26.201775032838494,26.175178316690445,26.07132667617689,by_official_max_bin,25_27,,,,,
tminus1_1800,A1_grouped_residual,,1115,1.0121009937982088,1.279518155179979,0.8149679444921709,0.018497766110029915,1.6238435602332615,2.1283272044748056,2.5487419267766995,4.449828392952849,29.173385658486715,29.15488789237668,29.093004484304934,by_official_max_bin,28_30,,,,,
tminus1_1800,A1_grouped_residual,,969,0.865534250006556,1.1037037691485065,0.6884461386733705,-0.0036931720183107928,1.4275886832172753,1.8130973873306675,2.1856744398519536,3.6091491650417282,31.639237684534837,31.642930856553146,31.596800825593395,by_official_max_bin,31_32,,,,,
