source,item_id,issue_day_utc,cycle_hour,lead_hour_requested,issued_at_utc,valid_at_utc,lead_hour_grib,availability_proxy_utc,variable,grib_short_name,grib_name,grib_type_of_level,grib_level,grib_step_type,grib_units,normalized_units,grid_point_count,bbox_min,bbox_mean,bbox_median,bbox_max,bbox_std
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,59.79297637939453,80.64449021310517,82.89297485351562,90.39297485351562,6.961065634400029
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,330.4320068359375,378.2760395088581,384.12799072265625,406.9599914550781,18.222584396348957
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,24.821832275390648,28.023844154434997,28.6218200683594,30.321832275390648,1.3995671107773742
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,1.0,39.95959595959596,40.0,100.0,26.013174281513358
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,28.714440917968773,30.27503341520677,29.614434814453148,33.61443481445315,1.394564738064421
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,24.882531738281276,27.969387539950304,28.5825134277344,30.382531738281276,1.386272418649571
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,1.94545453832005,1.2999999523162842,6.5,1.7990610660227837
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-4.020525932312012,-1.4962836974723772,-1.420526146888733,-0.0205261223018169,0.8930812517885612
gefs_control,gefs_control_20260706_18z_f042,2026-07-06,18,42,2026-07-06T18:00:00Z,2026-07-08T12:00:00Z,,2026-07-07T00:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.852557361125946,4.035385656236398,4.252557277679443,6.552557468414307,1.5432512172779158
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,37.0,958.070707070707,1177.0,1803.0,635.4975025982328
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-71.87158203125,-10.063501223169192,-1.87158203125,0.12841796875,16.418563506891633
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.8151794433594,24.380842482441626,24.915185546875023,26.015191650390648,1.4007328289149303
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,1.2107508182525637,6.001659852085692,6.710750579833984,9.91075038909912,2.5040206227330546
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.80140625,1007.315600536616,1007.41140625,1008.153359375,0.5647825166906727
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,64.8955078125,83.45005181823115,84.69550323486328,96.5955047607422,6.8512810660396735
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,0.0,0.0,0.0,0.0,0.0
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,23.5070739746094,27.521221492266434,28.407067871093773,29.307092285156276,1.7056064845016683
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,0.0,21.33333333333333,4.0,100.0,30.28217464136453
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,24.7499938964844,28.004545947758857,28.649987792968773,30.2499938964844,1.4353569601452765
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,23.498315429687523,27.49932590060766,28.398309326171898,29.298303222656276,1.6898087388236962
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,0.2747474774116217,0.1000000014901161,1.600000023841858,0.3937243656527852
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-3.712048292160034,-1.7271998541222675,-1.7120482921600342,0.4879516661167145,0.9639317241066486
gefs_control,gefs_control_20260706_18z_f045,2026-07-06,18,45,2026-07-06T18:00:00Z,2026-07-08T15:00:00Z,,2026-07-07T00:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.3027374148368835,3.685565705251212,3.9027373790740967,6.802737236022949,1.8384798372827549
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,51.0,895.2828282828283,992.0,1648.0,548.0735783459094
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-66.838134765625,-7.939144866635101,-1.838134765625,0.161865234375,13.82611710246992
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,22.302758789062523,24.26537105675901,24.902734375000023,25.702752685546898,1.2205787929084215
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.8116060495376587,5.437868656534137,6.4116058349609375,9.011606216430664,2.467591387023121
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1004.61265625,1005.81602114899,1005.800625,1006.656640625,0.4694355903091604
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,68.85942077636719,84.84123931268249,84.35942077636719,98.3594207763672,6.63875004991012
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,0.0,0.0,0.0,0.0,0.0
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,22.802758789062523,27.10477954594778,28.102746582031276,29.002770996093773,1.847685000330506
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,0.0,30.19191919191919,19.0,100.0,30.612163941237263
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,24.754479980468773,28.00194363064238,28.654473876953148,30.254479980468773,1.433817907937012
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.757958984375023,27.09129231770835,28.057946777343773,29.057946777343773,1.843799314010235
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,0.8989899014734258,0.4000000059604645,5.5,1.1341792700957096
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-3.002398729324341,-1.0114895913025572,-1.1023986339569092,1.097601294517517,1.013553695153791
gefs_control,gefs_control_20260706_18z_f048,2026-07-06,18,48,2026-07-06T18:00:00Z,2026-07-08T18:00:00Z,,2026-07-07T00:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-0.0582183822989463,3.4670341209405,3.441781520843506,6.541781425476074,2.0801778850576227
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,89.0,1031.4444444444443,821.0,2378.0,735.90366659607
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-39.1590576171875,-8.027744485874369,-4.1590576171875,-0.1590576171875,9.688738088648783
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.834497070312523,24.300165719696988,24.334497070312523,25.934503173828148,1.1448764687945518
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.5235770344734192,7.873071910757007,9.82357692718506,12.023576736450195,3.757319391835936
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.59046875,1007.0924802714648,1007.098515625,1009.15453125,0.7770499871890332
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,80.0,88.03333344122376,86.0999984741211,98.8000030517578,5.1486982922587154
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,0.0,0.0,0.0,0.0,0.0
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,22.009484863281276,26.345860090159427,26.709497070312523,29.509484863281276,2.3389312967238376
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,22.270623779296898,26.48477333145914,26.870629882812523,29.170617675781276,2.0256939444701643
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,16.200000762939453,95.62727275039212,100.0,100.0,12.723983601777208
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,76.69999694824219,96.96060612225772,100.0,100.0,5.723102812265167
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,22.610009765625023,26.797887690380385,27.310021972656276,29.110009765625023,1.9717316163973695
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.283471679687523,26.35114980370109,26.783471679687523,28.983483886718773,1.9519916620339528
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,3.2367424242424243,2.6875,9.4375,2.7330785740142085
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.609417676925659,-0.1629530799321153,-0.1094177216291427,2.690582275390625,1.1238743626728172
gfs,gfs_20260706_18z_f003,2026-07-06,18,3,2026-07-06T18:00:00Z,2026-07-06T21:00:00Z,,2026-07-07T00:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.0550628677010536,5.234860851532883,4.9550628662109375,9.555063247680664,3.369440207780625
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,151.0,839.3737373737374,532.0,2163.0,578.522073574816
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-13.8173828125,-2.0800090751262625,-0.8173828125,0.1826171875,3.070175392567737
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.656030273437523,24.19239520448629,23.956018066406276,25.756036376953148,0.842730212284569
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.8101485967636108,8.286916264379867,9.410148620605469,11.110148429870604,2.724739976207185
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1007.19359375,1008.4786750315654,1008.525625,1010.181640625,0.6036272850167377
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,75.19999694824219,86.59999986128373,84.69999694824219,98.8000030517578,5.226814820992354
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,2.25600004196167,23.06747469275889,11.152000427246094,71.19999694824219,21.966452220578088
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,23.159814453125023,26.839612926136382,27.159814453125023,29.5598083496094,1.8110752289860936
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,23.3071228027344,26.657633216934997,26.8071228027344,29.107141113281276,1.580076345787773
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,50.20000076293945,97.82626261855616,100.0,100.0,8.318952285056014
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,77.19999694824219,97.4343436655372,100.0,100.0,4.745995987207963
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,23.248590087890648,27.18393659495346,27.5485778808594,29.248590087890648,1.5920443277158802
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.183465576171898,26.060240836095343,26.083459472656276,28.783471679687523,1.8964513520045887
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,6.878156565656566,6.375,15.3125,4.585057989370607
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-3.1596312522888184,0.5959242072069284,0.44036865234375,5.140368461608887,1.6605476803967942
gfs,gfs_20260706_18z_f006,2026-07-06,18,6,2026-07-06T18:00:00Z,2026-07-07T00:00:00Z,,2026-07-07T00:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.3773956298828125,5.223860252987254,5.3773956298828125,8.877395629882812,2.81781177012302
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,251.0,765.7070707070707,555.0,1761.0,444.02325565916783
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-12.6416015625,-1.3284702493686869,-0.6416015625,0.3583984375,2.7437586276856214
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,22.249963378906276,24.186327446831616,24.049951171875023,25.349969482421898,0.6369835485415082
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,1.5149908065795898,7.020041282730873,7.714990615844727,10.01499080657959,2.111123690773028
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1007.75453125,1009.020746527778,1009.13859375,1010.382578125,0.6199817910325275
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,67.69999694824219,85.58484873145518,83.5,98.0999984741211,6.080426858010041
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,29.45599937438965,207.4534147821292,113.02400207519533,688.9119873046875,190.16809150911732
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,23.668298339843773,27.20464816623266,27.668298339843773,31.868280029296898,1.756514057241218
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,23.640191650390648,26.84422601256709,27.040185546875023,29.240197753906276,1.5416719973860404
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,28.600000381469727,98.66363650620586,100.0,100.0,7.443191515771918
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,53.29999923706055,98.20909099386196,100.0,100.0,6.8023182491873735
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,23.801110839843773,27.13445527047824,27.4011169433594,29.301110839843773,1.514909376761816
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,23.313317871093773,26.320400107027325,26.4133239746094,28.4133239746094,1.497421274309896
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.1875,3.014520202020202,3.1875,5.75,1.419611141306369
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.692340135574341,0.5046296035400545,0.3076599240303039,4.507659912109375,1.758239171304487
gfs,gfs_20260706_18z_f009,2026-07-06,18,9,2026-07-06T18:00:00Z,2026-07-07T03:00:00Z,,2026-07-07T00:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.3135437071323395,3.9802103768093415,3.713543653488159,7.713543891906738,2.116314704328261
gfs,gfs_20260706_18z_f012,2026-07-06,18,12,2026-07-06T18:00:00Z,2026-07-07T06:00:00Z,,2026-07-07T00:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,221.0,900.8686868686868,623.0,2360.0,591.4902706998815
gfs,gfs_20260706_18z_f012,2026-07-06,18,12,2026-07-06T18:00:00Z,2026-07-07T06:00:00Z,,2026-07-07T00:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-16.4339599609375,-1.7066872336647727,-0.4339599609375,-0.4339599609375,2.8134531850751903
gfs,gfs_20260706_18z_f012,2026-07-06,18,12,2026-07-06T18:00:00Z,2026-07-07T06:00:00Z,,2026-07-07T00:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.595086669921898,24.268830332129912,24.095086669921898,25.995080566406276,0.8680166298917473
gfs,gfs_20260706_18z_f012,2026-07-06,18,12,2026-07-06T18:00:00Z,2026-07-07T06:00:00Z,,2026-07-07T00:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.9144023656845092,6.028543813060028,6.414402484893799,10.514402389526367,2.2539756209676147
gfs,gfs_20260706_18z_f012,2026-07-06,18,12,2026-07-06T18:00:00Z,2026-07-07T06:00:00Z,,2026-07-07T00:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1006.549453125,1007.6587720959596,1007.649453125,1008.949453125,0.5104268621962637
gfs,gfs_20260706_18z_f012,2026-07-06,18,12,2026-07-06T18:00:00Z,2026-07-07T06:00:00Z,,2026-07-07T00:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,69.19999694824219,83.4373736140704,83.0999984741211,97.5999984741211,5.800010109754616
