source,provider,product,frame_time_hkt,observed_at_utc,availability_proxy_utc,availability_proxy_method,native_issue_metadata_status,envf_query_url,display_large_image_url,display_image_url,envf_temp_image_path,frame_index_in_chunk
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:00:00+08:00,2026-07-06T00:00:00Z,2026-07-06T00:30:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515807.1177430152893066406250-2944017-143.png&datetime=2026/07/06 08:00,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515807.0776100158691406250000-2944017-142.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515807.1177430152893066406250-2944017-143.png,71
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:12:00+08:00,2026-07-06T00:12:00Z,2026-07-06T00:42:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515807.0406301021575927734375-2944017-141.png&datetime=2026/07/06 08:12,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515807.0114080905914306640625-2944017-140.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515807.0406301021575927734375-2944017-141.png,70
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:24:00+08:00,2026-07-06T00:24:00Z,2026-07-06T00:54:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.9688689708709716796875-2944017-139.png&datetime=2026/07/06 08:24,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.9311749935150146484375-2944017-138.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.9688689708709716796875-2944017-139.png,69
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:36:00+08:00,2026-07-06T00:36:00Z,2026-07-06T01:06:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.9014570713043212890625-2944017-137.png&datetime=2026/07/06 08:36,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.8545629978179931640625-2944017-136.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.9014570713043212890625-2944017-137.png,68
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T08:48:00+08:00,2026-07-06T00:48:00Z,2026-07-06T01:18:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.7937629222869873046875-2944017-135.png&datetime=2026/07/06 08:48,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.7681529521942138671875-2944017-134.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.7937629222869873046875-2944017-135.png,67
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:00:00+08:00,2026-07-06T01:00:00Z,2026-07-06T01:30:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.7405779361724853515625-2944017-133.png&datetime=2026/07/06 09:00,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.7132461071014404296875-2944017-132.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.7405779361724853515625-2944017-133.png,66
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:12:00+08:00,2026-07-06T01:12:00Z,2026-07-06T01:42:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.6849379539489746093750-2944017-131.png&datetime=2026/07/06 09:12,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.6562170982360839843750-2944017-130.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.6849379539489746093750-2944017-131.png,65
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:24:00+08:00,2026-07-06T01:24:00Z,2026-07-06T01:54:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.6315610408782958984375-2944017-129.png&datetime=2026/07/06 09:24,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.6049950122833251953125-2944017-128.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.6315610408782958984375-2944017-129.png,64
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:36:00+08:00,2026-07-06T01:36:00Z,2026-07-06T02:06:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.5802960395812988281250-2944017-127.png&datetime=2026/07/06 09:36,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.5551230907440185546875-2944017-126.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.5802960395812988281250-2944017-127.png,63
envf_hkust_hko_radar,HKUST ENVF mirror of HKO radar imagery,hko_radar_image,2026-07-06T09:48:00+08:00,2026-07-06T01:48:00Z,2026-07-06T02:18:00Z,historical_display_proxy_observed_at_plus_30m,not_native_exact_vintage,https://envf.ust.hk/dataview/hko_radar/current/index.py?year__int=2026&month__int=7&day__int=6&hour__int=8&npics__int=72&interval__float=0.2&display=Search,https://envf.ust.hk/dataview/hko_radar/current/display_large_image.py?imagef=/tmp/ImgUtil-image_link-1783515806.5267860889434814453125-2944017-125.png&datetime=2026/07/06 09:48,https://envf.ust.hk/dataview/hko_radar/current/inc/display_image.py?imgfile=%2Ftmp%2Fhko_radar-4.0-1783515806.5022869110107421875000-2944017-124.png&resize__int=30&keepit__int=0,/tmp/ImgUtil-image_link-1783515806.5267860889434814453125-2944017-125.png,62
