split,feature,missing_pct,non_null_count
presealed_holdout_2022_2023,coastal_hko_alignment_c,0.0,730
rolling_valid_2011_2013,coastal_hko_alignment_c,0.0,1096
rolling_valid_2014_2016,coastal_hko_alignment_c,0.0,1096
rolling_valid_2017_2019,coastal_hko_alignment_c,0.0,1095
rolling_valid_2020_2021,coastal_hko_alignment_c,0.0,731
sealed_confirmation_2024_plus,coastal_hko_alignment_c,0.0,882
train_base_2000_2010,coastal_hko_alignment_c,0.0,4017
presealed_holdout_2022_2023,coastal_marine_latest_count,0.0,730
rolling_valid_2011_2013,coastal_marine_latest_count,0.0,1096
rolling_valid_2014_2016,coastal_marine_latest_count,0.0,1096
rolling_valid_2017_2019,coastal_marine_latest_count,0.0,1095
rolling_valid_2020_2021,coastal_marine_latest_count,0.0,731
sealed_confirmation_2024_plus,coastal_marine_latest_count,0.0,882
train_base_2000_2010,coastal_marine_latest_count,0.0,4017
presealed_holdout_2022_2023,coastal_marine_latest_max_c,0.0,730
rolling_valid_2011_2013,coastal_marine_latest_max_c,0.0,1096
rolling_valid_2014_2016,coastal_marine_latest_max_c,0.0,1096
rolling_valid_2017_2019,coastal_marine_latest_max_c,0.0,1095
rolling_valid_2020_2021,coastal_marine_latest_max_c,0.0,731
sealed_confirmation_2024_plus,coastal_marine_latest_max_c,0.0,882
train_base_2000_2010,coastal_marine_latest_max_c,0.0,4017
presealed_holdout_2022_2023,coastal_marine_latest_max_minus_hko_c,0.0,730
rolling_valid_2011_2013,coastal_marine_latest_max_minus_hko_c,0.0,1096
rolling_valid_2014_2016,coastal_marine_latest_max_minus_hko_c,0.0,1096
rolling_valid_2017_2019,coastal_marine_latest_max_minus_hko_c,0.0,1095
rolling_valid_2020_2021,coastal_marine_latest_max_minus_hko_c,0.0,731
sealed_confirmation_2024_plus,coastal_marine_latest_max_minus_hko_c,0.0,882
train_base_2000_2010,coastal_marine_latest_max_minus_hko_c,0.0,4017
presealed_holdout_2022_2023,coastal_marine_latest_mean_c,0.0,730
rolling_valid_2011_2013,coastal_marine_latest_mean_c,0.0,1096
rolling_valid_2014_2016,coastal_marine_latest_mean_c,0.0,1096
rolling_valid_2017_2019,coastal_marine_latest_mean_c,0.0,1095
rolling_valid_2020_2021,coastal_marine_latest_mean_c,0.0,731
sealed_confirmation_2024_plus,coastal_marine_latest_mean_c,0.0,882
train_base_2000_2010,coastal_marine_latest_mean_c,0.0,4017
presealed_holdout_2022_2023,coastal_marine_latest_mean_minus_hko_c,0.0,730
rolling_valid_2011_2013,coastal_marine_latest_mean_minus_hko_c,0.0,1096
rolling_valid_2014_2016,coastal_marine_latest_mean_minus_hko_c,0.0,1096
rolling_valid_2017_2019,coastal_marine_latest_mean_minus_hko_c,0.0,1095
rolling_valid_2020_2021,coastal_marine_latest_mean_minus_hko_c,0.0,731
sealed_confirmation_2024_plus,coastal_marine_latest_mean_minus_hko_c,0.0,882
train_base_2000_2010,coastal_marine_latest_mean_minus_hko_c,0.0,4017
presealed_holdout_2022_2023,coastal_marine_latest_missing_fraction,0.0,730
rolling_valid_2011_2013,coastal_marine_latest_missing_fraction,0.0,1096
rolling_valid_2014_2016,coastal_marine_latest_missing_fraction,0.0,1096
rolling_valid_2017_2019,coastal_marine_latest_missing_fraction,0.0,1095
rolling_valid_2020_2021,coastal_marine_latest_missing_fraction,0.0,731
sealed_confirmation_2024_plus,coastal_marine_latest_missing_fraction,0.0,882
train_base_2000_2010,coastal_marine_latest_missing_fraction,0.0,4017
presealed_holdout_2022_2023,coastal_marine_mean_minus_hko_c,0.0,730
rolling_valid_2011_2013,coastal_marine_mean_minus_hko_c,0.0,1096
rolling_valid_2014_2016,coastal_marine_mean_minus_hko_c,0.0,1096
rolling_valid_2017_2019,coastal_marine_mean_minus_hko_c,0.0,1095
rolling_valid_2020_2021,coastal_marine_mean_minus_hko_c,0.0,731
sealed_confirmation_2024_plus,coastal_marine_mean_minus_hko_c,0.0,882
train_base_2000_2010,coastal_marine_mean_minus_hko_c,0.0,4017
presealed_holdout_2022_2023,cool_season_flag,0.0,730
rolling_valid_2011_2013,cool_season_flag,0.0,1096
rolling_valid_2014_2016,cool_season_flag,0.0,1096
rolling_valid_2017_2019,cool_season_flag,0.0,1095
rolling_valid_2020_2021,cool_season_flag,0.0,731
sealed_confirmation_2024_plus,cool_season_flag,0.0,882
train_base_2000_2010,cool_season_flag,0.0,4017
presealed_holdout_2022_2023,day_of_year,0.0,730
rolling_valid_2011_2013,day_of_year,0.0,1096
rolling_valid_2014_2016,day_of_year,0.0,1096
rolling_valid_2017_2019,day_of_year,0.0,1095
rolling_valid_2020_2021,day_of_year,0.0,731
sealed_confirmation_2024_plus,day_of_year,0.0,882
train_base_2000_2010,day_of_year,0.0,4017
presealed_holdout_2022_2023,doy_cos,0.0,730
rolling_valid_2011_2013,doy_cos,0.0,1096
rolling_valid_2014_2016,doy_cos,0.0,1096
rolling_valid_2017_2019,doy_cos,0.0,1095
rolling_valid_2020_2021,doy_cos,0.0,731
sealed_confirmation_2024_plus,doy_cos,0.0,882
train_base_2000_2010,doy_cos,0.0,4017
presealed_holdout_2022_2023,doy_sin,0.0,730
rolling_valid_2011_2013,doy_sin,0.0,1096
rolling_valid_2014_2016,doy_sin,0.0,1096
rolling_valid_2017_2019,doy_sin,0.0,1095
rolling_valid_2020_2021,doy_sin,0.0,731
sealed_confirmation_2024_plus,doy_sin,0.0,882
train_base_2000_2010,doy_sin,0.0,4017
presealed_holdout_2022_2023,eligible_forecast_count,0.0,730
rolling_valid_2011_2013,eligible_forecast_count,0.0,1096
rolling_valid_2014_2016,eligible_forecast_count,0.0,1096
rolling_valid_2017_2019,eligible_forecast_count,0.0,1095
rolling_valid_2020_2021,eligible_forecast_count,0.0,731
sealed_confirmation_2024_plus,eligible_forecast_count,0.0,882
train_base_2000_2010,eligible_forecast_count,0.0,4017
presealed_holdout_2022_2023,fcst_flag_active_southerly,0.0,730
rolling_valid_2011_2013,fcst_flag_active_southerly,0.0,1096
rolling_valid_2014_2016,fcst_flag_active_southerly,0.09124087591240876,1095
rolling_valid_2017_2019,fcst_flag_active_southerly,0.0,1095
rolling_valid_2020_2021,fcst_flag_active_southerly,0.0,731
sealed_confirmation_2024_plus,fcst_flag_active_southerly,0.0,882
train_base_2000_2010,fcst_flag_active_southerly,0.04978839930296241,4015
presealed_holdout_2022_2023,fcst_flag_bright_periods,0.0,730
rolling_valid_2011_2013,fcst_flag_bright_periods,0.0,1096
rolling_valid_2014_2016,fcst_flag_bright_periods,0.09124087591240876,1095
rolling_valid_2017_2019,fcst_flag_bright_periods,0.0,1095
rolling_valid_2020_2021,fcst_flag_bright_periods,0.0,731
sealed_confirmation_2024_plus,fcst_flag_bright_periods,0.0,882
train_base_2000_2010,fcst_flag_bright_periods,0.04978839930296241,4015
presealed_holdout_2022_2023,fcst_flag_cloudy,0.0,730
rolling_valid_2011_2013,fcst_flag_cloudy,0.0,1096
rolling_valid_2014_2016,fcst_flag_cloudy,0.09124087591240876,1095
rolling_valid_2017_2019,fcst_flag_cloudy,0.0,1095
rolling_valid_2020_2021,fcst_flag_cloudy,0.0,731
sealed_confirmation_2024_plus,fcst_flag_cloudy,0.0,882
train_base_2000_2010,fcst_flag_cloudy,0.04978839930296241,4015
presealed_holdout_2022_2023,fcst_flag_easterly_ne,0.0,730
rolling_valid_2011_2013,fcst_flag_easterly_ne,0.0,1096
rolling_valid_2014_2016,fcst_flag_easterly_ne,0.09124087591240876,1095
rolling_valid_2017_2019,fcst_flag_easterly_ne,0.0,1095
rolling_valid_2020_2021,fcst_flag_easterly_ne,0.0,731
sealed_confirmation_2024_plus,fcst_flag_easterly_ne,0.0,882
train_base_2000_2010,fcst_flag_easterly_ne,0.04978839930296241,4015
presealed_holdout_2022_2023,fcst_flag_fine,0.0,730
rolling_valid_2011_2013,fcst_flag_fine,0.0,1096
rolling_valid_2014_2016,fcst_flag_fine,0.09124087591240876,1095
rolling_valid_2017_2019,fcst_flag_fine,0.0,1095
rolling_valid_2020_2021,fcst_flag_fine,0.0,731
sealed_confirmation_2024_plus,fcst_flag_fine,0.0,882
