observed_at_utc,scan_start_utc,scan_end_utc,hko_bt_c,hko_radiance,hko_count,w21_mean_bt_c,w21_median_bt_c,w21_min_bt_c,w21_max_bt_c,w21_std_bt_c,w21_p10_bt_c,w21_p25_bt_c,w21_p75_bt_c,w21_p90_bt_c,w21_range_bt_c,w21_hko_minus_mean_c,w21_warm_pixel_fraction_gt_20c,w21_very_warm_pixel_fraction_gt_23c,w21_cold_cloud_fraction_lt_0c,w21_cloud_fraction_lt_10c,w21_cloud_fraction_lt_15c,w21_cool_cloud_fraction_lt_20c,w21_valid_pixel_count,w3_mean_bt_c,w3_std_bt_c,w3_min_bt_c,w3_max_bt_c,w5_mean_bt_c,w5_std_bt_c,w5_min_bt_c,w5_max_bt_c,w11_mean_bt_c,w11_std_bt_c,w11_min_bt_c,w11_max_bt_c,w21_east_minus_west_mean_c,w21_south_minus_north_mean_c,w21_north_mean_bt_c,w21_south_mean_bt_c,w21_west_mean_bt_c,w21_east_mean_bt_c
2026-07-08T06:20:00Z,2026-07-08T06:24:04.603265029Z,2026-07-08T06:25:05.310967330Z,23.882535934448242,9.37376594543457,1552,23.495744233560092,23.654596,17.010778,24.28658,0.8567425915245154,22.763556,23.349928,24.00896,24.135239,7.275802000000002,0.38679170088814985,0.9863945578231292,0.8662131519274376,0.0,0.0,0.0,0.013605442176870748,441,23.916182333333335,0.13224539645841926,23.705292,24.109995,23.8894192,0.20797630406178463,23.502369,24.210936,23.340391016528926,1.2837067979903978,17.010778,24.28658,0.10620193333333461,-0.9130488809523811,23.937518280952382,23.0244694,23.45498202857143,23.561183961904764
