latest_issue_family,scope,n,mae,rmse,median_abs_error,bias,p80_abs_error,p90_abs_error,p95_abs_error,max_abs_error,first_date,last_date
2145,issue,1,0.43323606322527297,0.43323606322527297,0.43323606322527297,0.43323606322527297,0.43323606322527297,0.43323606322527297,0.43323606322527297,0.43323606322527297,2013-09-24,2013-09-24
2315,issue,8,0.8237301821566829,0.8386880470085931,0.839189766030481,-0.1752813444311503,0.9301827023514313,0.973950266401539,1.017435522148381,1.0609207778952232,2011-05-10,2018-10-27
2345,issue,4726,0.9215820302343285,1.182474716290052,0.7368275845368792,0.013541742142369225,1.4798863043779598,1.964260054962926,2.393354993410032,4.403362920320813,2011-01-01,2023-12-31
2245,issue,12,1.0372317685522026,1.4665522267870224,0.726346132255518,-0.2266432249042921,1.063523579557685,2.727138446047044,3.2207664112716725,3.6058272067917585,2011-09-30,2015-07-10
