cutoff,best_model_id,best_model_family,best_mae,best_rmse,best_bias,raw_official_mae,raw_official_rmse,delta_mae_vs_raw,delta_rmse_vs_raw,n
23:59,B3_grouped_residual_shrinkage,baseline,0.9216066007226759,1.1826760995241477,0.012704769322469249,0.9274910469770383,1.1915190793489194,-0.005884446254362463,-0.00884297982477178,4747
21:00,B3_grouped_residual_shrinkage,baseline,0.9502003814518755,1.2129269911066347,0.0017767171157491864,0.9579958342976163,1.2229474867822347,-0.007795452845740791,-0.010020495675600039,4321
18:00,B3_grouped_residual_shrinkage,baseline,0.9573586686010545,1.2207018031783312,-0.010583772262922052,0.9647223518432105,1.2310760727023389,-0.007363683242156083,-0.010374269524007662,4286
17:00,B3_grouped_residual_shrinkage,baseline,0.9576336484223348,1.2212048301572926,-0.012420929851937853,0.9650444548432383,1.2316258357735421,-0.007410806420903526,-0.010421005616249479,4274
