source,station_id,station_name,target_latitude,target_longitude,nearest_grid_latitude,nearest_grid_longitude,nearest_grid_distance_km,issued_at_utc,valid_at_utc,lead_hour,wind_u_10m_m_s1,wind_v_10m_m_s1,temperature_2m_degC,dewpoint_2m_degC,temperature_2m_max_degC,temperature_2m_min_degC,pressure_msl_hPa,wind_speed_10m_m_s1,wind_direction_from_deg,dewpoint_depression_2m_c,tmax_minus_instant_t2m_c,forecast_period_diurnal_range_c
gefs_control,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,9.708099287526673,2026-07-08T00:00:00Z,2026-07-09T00:00:00Z,24.0,0.09836425632238388,3.727652072906494,28.069055175781273,25.088128662109398,28.237573242187523,27.525415039062523,1005.38625,3.728949651519304,181.5115544780842,2.980926513671875,0.16851806640625,0.712158203125
