comparison,issued_at_utc,valid_at_utc,nearest_grid_distance_km_delta,lead_hour_delta,wind_u_10m_m_s1_delta,wind_v_10m_m_s1_delta,temperature_2m_degC_delta,dewpoint_2m_degC_delta,temperature_2m_max_degC_delta,temperature_2m_min_degC_delta,pressure_msl_hPa_delta,wind_speed_10m_m_s1_delta,wind_direction_from_deg_delta,dewpoint_depression_2m_c_delta,tmax_minus_instant_t2m_c_delta,forecast_period_diurnal_range_c_delta
gefs_control_minus_gfs_nearest_hko_gridpoint,2026-07-08T00:00:00Z,2026-07-09T00:00:00Z,0.0,0.0,0.26228637248277664,0.10989093780517578,0.884765625,0.5244140625,0.803680419921875,0.97540283203125,-0.6330468749999909,0.10747673420843684,4.1058733388377675,0.3603515625,-0.081085205078125,-0.171722412109375
