source,station_id,station_name,target_latitude,target_longitude,nearest_grid_latitude,nearest_grid_longitude,nearest_grid_distance_km,issued_at_utc,valid_at_utc,lead_hour,wind_u_10m_m_s1,wind_v_10m_m_s1,temperature_2m_degC,dewpoint_2m_degC,temperature_2m_max_degC,temperature_2m_min_degC,pressure_msl_hPa,wind_speed_10m_m_s1,wind_direction_from_deg,dewpoint_depression_2m_c,tmax_minus_instant_t2m_c,forecast_period_diurnal_range_c
gfs,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,9.708099287526673,2026-07-08T00:00:00Z,2026-07-09T00:00:00Z,24.0,-0.16392211616039276,3.6177611351013184,27.184289550781273,24.563714599609398,27.433892822265648,26.550012207031273,1006.019296875,3.621472917310867,177.40568113924644,2.620574951171875,0.249603271484375,0.883880615234375
