requested_dates,usable_source_rows,usable_source_dates,strict_eligible_rows,strict_eligible_dates,diagnostic_lead1_dates,usable_first_date,usable_last_date,minimum_issue_minus_freeze_hours,persisted_official_feature_rows,strict_non_null_forecast_max_rows,status
8765,157099,8765,0,0,8762,2000-01-02,2023-12-31,1.5,8765,0,BLOCKED_STRICT_E0
