cutoff_profile,best_model_id,best_mae,best_rmse,best_p90_absolute_error,best_n_scored
tminus1_2359,A7_final_residual_ensemble,0.8986654294414583,1.154087731949867,1.9042251422766299,5629
tminus1_2100,C1_pruned_residual_ensemble,0.9208377721502774,1.1785814708251958,1.9391744875365626,5088
tminus1_1800,C1_pruned_residual_ensemble,0.9341391712144411,1.1912552786031103,1.966424976739654,5050
