cutoff_profile,model_id,stage,n_scored,mae,rmse,median_absolute_error,bias,p80_absolute_error,p90_absolute_error,p95_absolute_error,max_absolute_error,mean_prediction,mean_actual,mean_anchor_forecast,scope
tminus1_1800,D4_residual_memory_constrained_stack,presealed_holdout,663,0.9487784114661307,1.1842257251852137,0.8192163083718711,0.015832524636861935,1.5282745489923983,1.877524825117533,2.2986272832701924,4.079363557899427,27.336496174712277,27.320663650075417,27.205128205128204,by_split
tminus1_1800,D5_conservative_A7_plus_memory_blend,presealed_holdout,663,0.948828732092891,1.1839607912121688,0.8192163083718711,0.01541158233748203,1.5282745489923983,1.8671292399516823,2.2986272832701924,4.079363557899427,27.3360752324129,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A3_hko_hourly_state_residual_lgbm,presealed_holdout,663,0.9494857855302454,1.1849431974109759,0.8287801171369757,0.021770905076138776,1.4933859072808509,1.9097054038922041,2.243721541215835,4.0137039969526604,27.342434555151556,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A4_network_gradients_residual_lgbm,presealed_holdout,663,0.9503841495532468,1.1864526586656228,0.8185357879983641,0.0019269452000748777,1.5006585033084743,1.9348774694394095,2.3606226469149565,4.012680784163859,27.322590595275486,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A6_target_memory_residual_lgbm,presealed_holdout,663,0.95195573351067,1.1850750018638705,0.8045891614584733,0.02239723303986037,1.5061589988261035,1.877315442000268,2.2315631501887525,4.344809495428233,27.34306088311527,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A7_final_residual_ensemble,presealed_holdout,663,0.9521860783231924,1.1852212568525682,0.8127099114209475,0.02044097794023358,1.522930613494419,1.9083958177888956,2.2553948887709865,4.179874951744431,27.341104628015646,27.320663650075417,27.205128205128204,by_split
tminus1_1800,D0_A7_reproduction,presealed_holdout,663,0.9521860783231924,1.1852212568525682,0.8127099114209475,0.02044097794023358,1.522930613494419,1.9083958177888956,2.2553948887709865,4.179874951744431,27.341104628015646,27.320663650075417,27.205128205128204,by_split
tminus1_1800,D3_pruned_full_plus_residual_memory_lgbm,presealed_holdout,663,0.9523274281980684,1.1906081190790734,0.8181398462929614,0.038073787344832896,1.5333263980434582,1.9208312213425403,2.307866191111257,4.022362670703423,27.358737437420256,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A5_text_warning_residual_lgbm,presealed_holdout,663,0.9527717086667936,1.1905280633564175,0.8372285268124138,0.007800264668455165,1.4858127404668198,1.904252732141028,2.2601459034789246,4.071893226652772,27.328463914743867,27.320663650075417,27.205128205128204,by_split
tminus1_1800,D2_A3_plus_residual_memory_lgbm,presealed_holdout,663,0.955824578439296,1.1965300641757253,0.8134128451069191,0.02524728499437899,1.5450074409289771,1.919639902315906,2.308890522040734,3.8853851342040997,27.34591093506979,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A2_revision_residual_lgbm,presealed_holdout,663,0.9561657299824268,1.1946078079270355,0.8093512409561541,0.04683417291216961,1.5251633662133213,1.9709511992573645,2.3278006262017796,4.192441312881108,27.36749782298758,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A1_grouped_residual,presealed_holdout,663,0.9670659715898446,1.2082733374332237,0.8358122350721011,0.00902820217018125,1.5587882892973108,2.007928452925187,2.403190315870631,3.950406822321625,27.329691852245592,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A0_raw_official,presealed_holdout,663,0.9707390648567121,1.2130760670686407,0.8999999999999986,-0.11553544494720973,1.6000000000000014,2.0,2.3999999999999986,4.0,27.205128205128204,27.320663650075417,27.205128205128204,by_split
tminus1_1800,D1_official_residual_memory_shrinkage,presealed_holdout,663,0.9731872082992349,1.215685359464764,0.8441426166030723,-0.09085718388312652,1.5519848400466716,2.011493042998618,2.43286340722932,3.9973817114070727,27.22980646619229,27.320663650075417,27.205128205128204,by_split
tminus1_1800,A8_direct_lgbm_absolute,presealed_holdout,663,1.0195903126604524,1.2686535739300147,0.8905624987100857,-0.061455448620701375,1.6479162162651093,1.9878989941437735,2.4262103093965304,5.357963771587377,27.259208201454715,27.320663650075417,27.205128205128204,by_split
tminus1_1800,B0_climatology_persistence,presealed_holdout,663,1.8986274509803922,2.382096843021381,1.6700000000000017,-0.4960331825037706,2.9200000000000004,3.8000000000000034,4.720999999999998,8.38,26.824630467571644,27.320663650075417,27.205128205128204,by_split
tminus1_1800,D5_conservative_A7_plus_memory_blend,rolling_validation,3623,0.9308789134807407,1.194307960667597,0.7417401642274051,0.034839431836032525,1.4910284162671181,1.993417164479877,2.396118714534802,4.381891424147973,26.85750021019651,26.822660778360476,26.689456251725087,by_split
tminus1_1800,D4_residual_memory_constrained_stack,rolling_validation,3623,0.9309608417000209,1.1942793535296699,0.7417401642274051,0.03601492464727863,1.4924664427351884,1.9909707941467272,2.4007077627046756,4.381891424147973,26.85867570300776,26.822660778360476,26.689456251725087,by_split
tminus1_1800,A7_final_residual_ensemble,rolling_validation,3623,0.9330018821532432,1.1960727328480325,0.7519122261371187,0.026018251411038355,1.4874093118611018,1.9866969296807293,2.395069138296432,4.359571289434346,26.84867902977151,26.822660778360476,26.689456251725087,by_split
tminus1_1800,D0_A7_reproduction,rolling_validation,3623,0.9330018821532432,1.1960727328480325,0.7519122261371187,0.026018251411038355,1.4874093118611018,1.9866969296807293,2.395069138296432,4.359571289434346,26.84867902977151,26.822660778360476,26.689456251725087,by_split
tminus1_1800,A6_target_memory_residual_lgbm,rolling_validation,3623,0.9341808188059793,1.196429714353393,0.7589138961747963,0.028831866016329845,1.4797837426383635,1.970538054834794,2.392768490264509,4.441100360402146,26.851492644376805,26.822660778360476,26.689456251725087,by_split
tminus1_1800,A3_hko_hourly_state_residual_lgbm,rolling_validation,3623,0.9350292038908803,1.2002647522765886,0.7521743241808352,0.03280344897883935,1.4903913828231377,2.0068234543424968,2.4424193991577554,4.250690279584255,26.855464227339315,26.822660778360476,26.689456251725087,by_split
tminus1_1800,A4_network_gradients_residual_lgbm,rolling_validation,3623,0.9353365703565215,1.1994832362586043,0.7646226322956196,0.029663498239802667,1.4829031966778161,1.9813526314750403,2.4397871261042163,4.4007183601871205,26.85232427660028,26.822660778360476,26.689456251725087,by_split
tminus1_1800,D3_pruned_full_plus_residual_memory_lgbm,rolling_validation,3623,0.9363922688307329,1.2003485033295176,0.7557834193413413,0.027184603256541373,1.5002630801536145,1.9903965226513887,2.425989891428971,4.437663428847813,26.84984538161702,26.822660778360476,26.689456251725087,by_split
tminus1_1800,A5_text_warning_residual_lgbm,rolling_validation,3623,0.9370310044752417,1.2010615576163297,0.7644778095885272,0.021066990917124006,1.4917911218663853,1.984953864170433,2.4141196344523013,4.4466440832843475,26.8437277692776,26.822660778360476,26.689456251725087,by_split
tminus1_1800,D2_A3_plus_residual_memory_lgbm,rolling_validation,3623,0.939920947668907,1.2057578551105197,0.7442331689829302,0.030078896228553982,1.4935038937435097,2.0029716934957587,2.4315715308292063,4.3465715513377425,26.852739674589024,26.822660778360476,26.689456251725087,by_split
tminus1_1800,A2_revision_residual_lgbm,rolling_validation,3623,0.9481721252761125,1.2160119988615925,0.7465600160438051,0.029271184666219897,1.5295828412663093,2.002186071399567,2.4492836655594448,4.610189062400551,26.851931963026693,26.822660778360476,26.689456251725087,by_split
