source,item_id,issue_day_utc,cycle_hour,lead_hour_requested,issued_at_utc,valid_at_utc_expected,availability_proxy_utc,availability_proxy_method,http_last_modified_utc,raw_path,raw_bytes,raw_sha256,station_id,station_name,station_latitude,station_longitude,nearest_grid_latitude,nearest_grid_longitude,issued_at_utc_grib,valid_at_utc_grib,tcc_atmosphere_instant,tcc_atmosphere_avg,10u_heightaboveground_instant_m_s_1,10v_heightaboveground_instant_m_s_1,2t_heightaboveground_instant_degc,2d_heightaboveground_instant_degc,tmax_heightaboveground_max_degc,tmin_heightaboveground_min_degc,2r_heightaboveground_instant,prmsl_meansea_instant_hpa,cape_surface_instant_j_kg_1,t_surface_instant_degc,cin_surface_instant_j_kg_1,tp_surface_accum_kg_m_2,gust_surface_instant_m_s_1,sdswrf_surface_avg_w_m_2,normalized_variable_count,normalization_elapsed_seconds,normalization_note
gfs,gfs_20260706_00z_f042,2026-07-06,0,42,2026-07-06T00:00:00Z,2026-07-07T18:00:00Z,2026-07-06T06:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_00z_f042.grib2,10693698,d5aa2ed0589f0e88154e77ff4d43e7990f75533ecf8167627b310ca190a46383,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T00:00:00Z,2026-07-07T18:00:00Z,50.900001525878906,73.19999694824219,-1.7463867664337158,3.667556762695313,27.061944580078148,24.887658691406276,27.778131103515648,26.949670410156276,88.0,1006.77390625,1068.0,26.921899414062523,-1.96875,2.3125,6.521111965179443,0.0,16,5.469451699987985,
gfs,gfs_20260706_06z_f003,2026-07-06,6,3,2026-07-06T06:00:00Z,2026-07-06T09:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f003.grib2,10114329,3e89aa7a80ba45ecabcdbb32f87653cdb49adbce73cd028b78dfd903d426b219,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-06T09:00:00Z,100.0,100.0,-0.127197265625,7.764047145843506,27.994348144531276,25.382714843750023,28.692041015625023,27.894342041015648,85.80000305175781,1006.43828125,1961.0,28.311364746093773,-0.618408203125,2.875,12.100000381469728,594.260009765625,16,5.331732699996792,
gfs,gfs_20260706_06z_f009,2026-07-06,6,9,2026-07-06T06:00:00Z,2026-07-06T15:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f009.grib2,11022123,05fec5a72c887bafbde5535398169ae3d9978958f83b0b15120b6493ee019180,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-06T15:00:00Z,99.4000015258789,100.0,1.1426904201507568,7.160966873168945,27.511804199218773,25.048181152343773,27.979089355468773,27.482720947265648,86.19999694824219,1008.61640625,1345.0,27.149987792968773,-3.227783203125,5.0,11.008288383483888,0.0,16,5.265991499996744,
gfs,gfs_20260706_06z_f033,2026-07-06,6,33,2026-07-06T06:00:00Z,2026-07-07T15:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f033.grib2,10400512,e3a678620ac278b9dbe958dbcd0eef25189183060674933fad47b96d10dfd479,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-07T15:00:00Z,96.0999984741211,87.5999984741211,-0.6198486089706421,4.008841037750244,27.550012207031276,25.278100585937523,27.760552978515648,27.356011962890648,87.5,1008.167265625,1435.0,27.149987792968773,-0.8975830078125,1.5,7.042581081390381,0.0,16,4.521918200014625,
gfs,gfs_20260706_06z_f024,2026-07-06,6,24,2026-07-06T06:00:00Z,2026-07-07T06:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f024.grib2,10549051,b63c58961a57e5751ec826b53c6963b42c4a3cb60d283ff9fe9f3a5711cd9a7e,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-07T06:00:00Z,100.0,100.0,0.562060534954071,5.228955268859863,27.962182617187523,24.7499938964844,28.056024169921898,27.4133239746094,82.69999694824219,1007.312109375,1307.0,27.904931640625023,-0.5511474609375,8.6875,8.811182022094727,319.5199890136719,16,4.755428300006315,
gfs,gfs_20260706_06z_f030,2026-07-06,6,30,2026-07-06T06:00:00Z,2026-07-07T12:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f030.grib2,10597470,b48e18b8df0aef86e8c588fc8f012f6471b5df528abce5f4dce181f83f908f4d,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-07T12:00:00Z,100.0,100.0,0.094085693359375,4.968084812164307,27.566491699218773,25.050317382812523,28.415490722656276,27.395104980468773,86.30000305175781,1007.265859375,1369.0,27.232995605468773,-0.7021484375,4.75,7.304924011230469,135.71200561523438,16,4.890304500004277,
gfs,gfs_20260706_06z_f036,2026-07-06,6,36,2026-07-06T06:00:00Z,2026-07-07T18:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f036.grib2,10673884,c87e72364669293aa3462a1dbbef4e17ca8b78c90e34549d82fe45f022a92e84,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-07T18:00:00Z,5.800000190734863,61.79999923706055,-1.0589416027069092,4.557153224945068,27.311212158203148,24.735314941406276,27.7219177246094,27.149682617187523,86.0999984741211,1006.97734375,1061.0,26.862390136718773,0.247802734375,3.3125,6.935791969299316,0.0,16,4.9141929000034,
gfs,gfs_20260706_06z_f021,2026-07-06,6,21,2026-07-06T06:00:00Z,2026-07-07T03:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f021.grib2,10313823,f5423109ed73415b313e645c788efb0f222d2cfabc5a66e06ee2bc6e2740b899,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-07T03:00:00Z,100.0,100.0,1.0231720209121704,5.698113918304443,27.840173339843773,24.659082031250023,27.962030029296898,27.4133239746094,82.5999984741211,1008.62453125,1057.0,27.9401794433594,-1.30419921875,5.5625,9.003545761108398,273.8240051269531,16,4.972269000019878,
gfs,gfs_20260706_12z_f000,2026-07-06,12,0,2026-07-06T12:00:00Z,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_12z_f000.grib2,6829562,c5c2518b06dcacb5c05167e93bb7c853181de5d8b1235338384eeebb7c590857,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0001071000006049,Skipped f000 analysis/initialization lead; fetched and cataloged but not decoded for forward T-24 features.
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,2026-07-06T12:00:00Z,issued_at_utc + 6h conservative NOMADS buffer,,raw\gfs\20260706\gfs_20260706_06z_f018.grib2,10506704,6c03b9f299c84ef6268700dc5b564991cfefc5347cfeda2f3a13888c2c7441c8,hko:HKO,Hong Kong Observatory,22.301944,114.174167,22.25,114.25,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,100.0,100.0,1.5014251470565796,7.337991237640381,27.562066650390648,24.756036376953148,27.795190429687523,27.1489196777344,84.5999984741211,1008.283125,1164.0,27.304895019531276,-0.517333984375,12.75,10.512577056884766,29.3439998626709,16,4.822352099989075,
