boundary_bin,scope,n,mae,rmse,median_abs_error,bias,p80_abs_error,p90_abs_error,p95_abs_error,max_abs_error,first_date,last_date
within_0.05C_halfdeg,boundary,4747,0.9216066007226759,1.1826760995241477,0.7372210878929693,0.012704769322469249,1.477812449139664,1.9641225406986251,2.3954636051070834,4.403362920320813,2011-01-01,2023-12-31
