cutoff_profile,best_model_id,best_mae,best_rmse,best_p90_absolute_error,best_n_scored
tminus1_2359,A7_final_residual_ensemble,0.8986654294414583,1.154087731949867,1.9042251422766299,5629
tminus1_2100,A7_final_residual_ensemble,0.9212806739434699,1.1776153042025526,1.9374293943615024,5088
tminus1_1800,A3_hko_hourly_state_residual_lgbm,0.9349875068627941,1.192916857127299,1.9689504682101406,5050
